year,countycode,party,cand,votes,FIPS,,,,,,
2012,11,DEM,OBAMA,140,21,,,,,,
2012,11,DEM,OBAMA,300,21,,,,,,
2012,11,DEM,OBAMA,247,21,,,,,,
2012,11,DEM,OBAMA,54,21,,,,,,
2012,11,DEM,OBAMA,236,21,,,,,,
2012,11,DEM,OBAMA,0,21,,,,,,
2012,11,DEM,OBAMA,223,21,,,,,,
2012,11,DEM,OBAMA,157,21,,,,,,
2012,11,DEM,OBAMA,205,21,,,,,,
2012,11,DEM,OBAMA,146,21,,,,,,
2012,11,DEM,OBAMA,339,21,,,,,,
2012,11,DEM,OBAMA,266,21,,,,,,
2012,11,DEM,OBAMA,188,21,,,,,,
2012,11,DEM,OBAMA,21,21,,,,,,
2012,11,DEM,OBAMA,56,21,,,,,,
2012,11,DEM,OBAMA,30,21,,,,,,
2012,11,DEM,OBAMA,233,21,,,,,,
2012,11,DEM,OBAMA,175,21,,,,,,
2012,11,DEM,OBAMA,125,21,,,,,,
2012,11,DEM,OBAMA,231,21,,,,,,
2012,11,DEM,OBAMA,182,21,,,,,,
2012,11,DEM,OBAMA,114,21,,,,,,
2012,11,DEM,OBAMA,164,21,,,,,,
2012,11,DEM,OBAMA,86,21,,,,,,
2012,11,DEM,OBAMA,64,21,,,,,,
2012,11,DEM,OBAMA,176,21,,,,,,
2012,11,DEM,OBAMA,69,21,,,,,,
2012,11,DEM,OBAMA,78,21,,,,,,
2012,11,DEM,OBAMA,175,21,,,,,,
2012,11,DEM,OBAMA,82,21,,,,,,
2012,11,DEM,OBAMA,98,21,,,,,,
2012,11,DEM,OBAMA,107,21,,,,,,
2012,11,DEM,OBAMA,208,21,,,,,,
2012,11,DEM,OBAMA,79,21,,,,,,
2012,11,DEM,OBAMA,223,21,,,,,,
2012,11,DEM,OBAMA,227,21,,,,,,
2012,11,DEM,OBAMA,262,21,,,,,,
2012,11,DEM,OBAMA,36,21,,,,,,
2012,11,DEM,OBAMA,187,21,,,,,,
2012,11,DEM,OBAMA,103,21,,,,,,
2012,11,DEM,OBAMA,114,21,,,,,,
2012,11,DEM,OBAMA,90,21,,,,,,
2012,11,DEM,OBAMA,143,21,,,,,,
2012,11,DEM,OBAMA,179,21,,,,,,
2012,11,DEM,OBAMA,150,21,,,,,,
2012,11,DEM,OBAMA,200,21,,,,,,
2012,11,DEM,OBAMA,267,21,,,,,,
2012,11,DEM,OBAMA,148,21,,,,,,
2012,11,DEM,OBAMA,276,21,,,,,,
2012,11,DEM,OBAMA,141,21,,,,,,
2012,11,DEM,OBAMA,102,21,,,,,,
2012,11,DEM,OBAMA,64,21,,,,,,
2012,11,DEM,OBAMA,219,21,,,,,,
2012,11,DEM,OBAMA,40,21,,,,,,
2012,11,DEM,OBAMA,129,21,,,,,,
2012,11,DEM,OBAMA,177,21,,,,,,
2012,11,DEM,OBAMA,175,21,,,,,,
2012,11,DEM,OBAMA,51,21,,,,,,
2012,11,DEM,OBAMA,74,21,,,,,,
2012,11,DEM,OBAMA,78,21,,,,,,
2012,11,DEM,OBAMA,231,21,,,,,,
2012,11,DEM,OBAMA,125,21,,,,,,
2012,11,DEM,OBAMA,214,21,,,,,,
2012,11,DEM,OBAMA,139,21,,,,,,
2012,11,DEM,OBAMA,184,21,,,,,,
2012,11,DEM,OBAMA,247,21,,,,,,
2012,11,DEM,OBAMA,200,21,,,,,,
2012,11,DEM,OBAMA,272,21,,,,,,
2012,11,DEM,OBAMA,123,21,,,,,,
2012,11,DEM,OBAMA,60,21,,,,,,
2012,11,DEM,OBAMA,106,21,,,,,,
2012,11,DEM,OBAMA,149,21,,,,,,
2012,11,DEM,OBAMA,62,21,,,,,,
2012,11,DEM,OBAMA,65,21,,,,,,
2012,11,DEM,OBAMA,297,21,,,,,,
2012,11,DEM,OBAMA,142,21,,,,,,
2012,11,DEM,OBAMA,52,21,,,,,,
2012,11,DEM,OBAMA,94,21,,,,,,
2012,11,DEM,OBAMA,115,21,,,,,,
2012,11,DEM,OBAMA,113,21,,,,,,
2012,11,DEM,OBAMA,103,21,,,,,,
2012,11,DEM,OBAMA,130,21,,,,,,
2012,11,DEM,OBAMA,0,21,,,,,,
2012,11,DEM,OBAMA,116,21,,,,,,
2012,11,DEM,OBAMA,140,21,,,,,,
2012,11,DEM,OBAMA,154,21,,,,,,
2012,11,DEM,OBAMA,201,21,,,,,,
2012,11,DEM,OBAMA,198,21,,,,,,
2012,11,DEM,OBAMA,305,21,,,,,,
2012,11,DEM,OBAMA,99,21,,,,,,
2012,11,DEM,OBAMA,124,21,,,,,,
2012,11,DEM,OBAMA,137,21,,,,,,
2012,11,DEM,OBAMA,120,21,,,,,,
2012,11,DEM,OBAMA,54,21,,,,,,
2012,11,DEM,OBAMA,44,21,,,,,,
2012,11,DEM,OBAMA,143,21,,,,,,
2012,11,DEM,OBAMA,131,21,,,,,,
2012,11,DEM,OBAMA,341,21,,,,,,
2012,11,DEM,OBAMA,234,21,,,,,,
2012,11,DEM,OBAMA,162,21,,,,,,
2012,11,DEM,OBAMA,210,21,,,,,,
2012,11,DEM,OBAMA,257,21,,,,,,
2012,11,DEM,OBAMA,220,21,,,,,,
2012,11,DEM,OBAMA,84,21,,,,,,
2012,11,DEM,OBAMA,155,21,,,,,,
2012,11,DEM,OBAMA,77,21,,,,,,
2012,11,DEM,OBAMA,169,21,,,,,,
2012,11,DEM,OBAMA,135,21,,,,,,
2012,11,DEM,OBAMA,181,21,,,,,,
2012,11,DEM,OBAMA,58,21,,,,,,
2012,11,DEM,OBAMA,148,21,,,,,,
2012,11,DEM,OBAMA,198,21,,,,,,
2012,11,DEM,OBAMA,150,21,,,,,,
2012,11,DEM,OBAMA,180,21,,,,,,
2012,11,DEM,OBAMA,86,21,,,,,,
2012,11,DEM,OBAMA,157,21,,,,,,
2012,11,DEM,OBAMA,142,21,,,,,,
2012,11,DEM,OBAMA,39,21,,,,,,
2012,11,DEM,OBAMA,291,21,,,,,,
2012,11,DEM,OBAMA,176,21,,,,,,
2012,11,DEM,OBAMA,43,21,,,,,,
2012,11,DEM,OBAMA,249,21,,,,,,
2012,11,DEM,OBAMA,64,21,,,,,,
2012,11,DEM,OBAMA,175,21,,,,,,
2012,11,DEM,OBAMA,95,21,,,,,,
2012,11,DEM,OBAMA,141,21,,,,,,
2012,11,DEM,OBAMA,145,21,,,,,,
2012,11,DEM,OBAMA,165,21,,,,,,
2012,11,DEM,OBAMA,140,21,,,,,,
2012,11,DEM,OBAMA,169,21,,,,,,
2012,11,DEM,OBAMA,115,21,,,,,,
2012,11,DEM,OBAMA,30,21,,,,,,
2012,11,GRN,STEIN,3,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,4,21,,,,,,
2012,11,GRN,STEIN,3,21,,,,,,
2012,11,GRN,STEIN,6,21,,,,,,
2012,11,GRN,STEIN,3,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,3,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,4,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,7,21,,,,,,
2012,11,GRN,STEIN,7,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,3,21,,,,,,
2012,11,GRN,STEIN,9,21,,,,,,
2012,11,GRN,STEIN,4,21,,,,,,
2012,11,GRN,STEIN,3,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,10,21,,,,,,
2012,11,GRN,STEIN,5,21,,,,,,
2012,11,GRN,STEIN,7,21,,,,,,
2012,11,GRN,STEIN,3,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,6,21,,,,,,
2012,11,GRN,STEIN,2,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,5,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,4,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,8,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,3,21,,,,,,
2012,11,GRN,STEIN,6,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,4,21,,,,,,
2012,11,GRN,STEIN,3,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,3,21,,,,,,
2012,11,GRN,STEIN,2,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,5,21,,,,,,
2012,11,GRN,STEIN,7,21,,,,,,
2012,11,GRN,STEIN,4,21,,,,,,
2012,11,GRN,STEIN,7,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,2,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,3,21,,,,,,
2012,11,GRN,STEIN,6,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,2,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,2,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,5,21,,,,,,
2012,11,GRN,STEIN,2,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,5,21,,,,,,
2012,11,GRN,STEIN,4,21,,,,,,
2012,11,GRN,STEIN,2,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,5,21,,,,,,
2012,11,GRN,STEIN,3,21,,,,,,
2012,11,GRN,STEIN,2,21,,,,,,
2012,11,GRN,STEIN,4,21,,,,,,
2012,11,GRN,STEIN,2,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,4,21,,,,,,
2012,11,GRN,STEIN,2,21,,,,,,
2012,11,GRN,STEIN,2,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,7,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,4,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,2,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,6,21,,,,,,
2012,11,GRN,STEIN,3,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,7,21,,,,,,
2012,11,GRN,STEIN,5,21,,,,,,
2012,11,GRN,STEIN,3,21,,,,,,
2012,11,GRN,STEIN,3,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,3,21,,,,,,
2012,11,GRN,STEIN,5,21,,,,,,
2012,11,GRN,STEIN,5,21,,,,,,
2012,11,GRN,STEIN,3,21,,,,,,
2012,11,GRN,STEIN,2,21,,,,,,
2012,11,GRN,STEIN,3,21,,,,,,
2012,11,GRN,STEIN,2,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,2,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,5,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,6,21,,,,,,
2012,11,GRN,STEIN,5,21,,,,,,
2012,11,GRN,STEIN,7,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,4,21,,,,,,
2012,11,GRN,STEIN,2,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,2,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,3,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,2,21,,,,,,
2012,11,GRN,STEIN,2,21,,,,,,
2012,11,GRN,STEIN,4,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,2,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,GRN,STEIN,1,21,,,,,,
2012,11,GRN,STEIN,3,21,,,,,,
2012,11,GRN,STEIN,0,21,,,,,,
2012,11,LIB,JOHNSON,0,21,,,,,,
2012,11,LIB,JOHNSON,5,21,,,,,,
2012,11,LIB,JOHNSON,7,21,,,,,,
2012,11,LIB,JOHNSON,5,21,,,,,,
2012,11,LIB,JOHNSON,10,21,,,,,,
2012,11,LIB,JOHNSON,5,21,,,,,,
2012,11,LIB,JOHNSON,1,21,,,,,,
2012,11,LIB,JOHNSON,0,21,,,,,,
2012,11,LIB,JOHNSON,5,21,,,,,,
2012,11,LIB,JOHNSON,0,21,,,,,,
2012,11,LIB,JOHNSON,3,21,,,,,,
2012,11,LIB,JOHNSON,0,21,,,,,,
2012,11,LIB,JOHNSON,5,21,,,,,,
2012,11,LIB,JOHNSON,4,21,,,,,,
2012,11,LIB,JOHNSON,5,21,,,,,,
2012,11,LIB,JOHNSON,9,21,,,,,,
2012,11,LIB,JOHNSON,15,21,,,,,,
2012,11,LIB,JOHNSON,10,21,,,,,,
2012,11,LIB,JOHNSON,2,21,,,,,,
2012,11,LIB,JOHNSON,2,21,,,,,,
2012,11,LIB,JOHNSON,1,21,,,,,,
2012,11,LIB,JOHNSON,6,21,,,,,,
2012,11,LIB,JOHNSON,10,21,,,,,,
2012,11,LIB,JOHNSON,9,21,,,,,,
2012,11,LIB,JOHNSON,9,21,,,,,,
2012,11,LIB,JOHNSON,7,21,,,,,,
2012,11,LIB,JOHNSON,4,21,,,,,,
2012,11,LIB,JOHNSON,4,21,,,,,,
2012,11,LIB,JOHNSON,1,21,,,,,,
2012,11,LIB,JOHNSON,5,21,,,,,,
2012,11,LIB,JOHNSON,5,21,,,,,,
2012,11,LIB,JOHNSON,5,21,,,,,,
2012,11,LIB,JOHNSON,4,21,,,,,,
2012,11,LIB,JOHNSON,5,21,,,,,,
2012,11,LIB,JOHNSON,4,21,,,,,,
2012,11,LIB,JOHNSON,6,21,,,,,,
2012,11,LIB,JOHNSON,7,21,,,,,,
2012,11,LIB,JOHNSON,8,21,,,,,,
2012,11,LIB,JOHNSON,3,21,,,,,,
2012,11,LIB,JOHNSON,3,21,,,,,,
2012,11,LIB,JOHNSON,6,21,,,,,,
2012,11,LIB,JOHNSON,4,21,,,,,,
2012,11,LIB,JOHNSON,0,21,,,,,,
2012,11,LIB,JOHNSON,5,21,,,,,,
2012,11,LIB,JOHNSON,2,21,,,,,,
2012,11,LIB,JOHNSON,4,21,,,,,,
2012,11,LIB,JOHNSON,2,21,,,,,,
2012,11,LIB,JOHNSON,6,21,,,,,,
2012,11,LIB,JOHNSON,4,21,,,,,,
2012,11,LIB,JOHNSON,6,21,,,,,,
2012,11,LIB,JOHNSON,9,21,,,,,,
2012,11,LIB,JOHNSON,4,21,,,,,,
2012,11,LIB,JOHNSON,3,21,,,,,,
2012,11,LIB,JOHNSON,8,21,,,,,,
2012,11,LIB,JOHNSON,7,21,,,,,,
2012,11,LIB,JOHNSON,1,21,,,,,,
2012,11,LIB,JOHNSON,0,21,,,,,,
2012,11,LIB,JOHNSON,0,21,,,,,,
2012,11,LIB,JOHNSON,3,21,,,,,,
2012,11,LIB,JOHNSON,0,21,,,,,,
2012,11,LIB,JOHNSON,3,21,,,,,,
2012,11,LIB,JOHNSON,6,21,,,,,,
2012,11,LIB,JOHNSON,4,21,,,,,,
2012,11,LIB,JOHNSON,2,21,,,,,,
2012,11,LIB,JOHNSON,0,21,,,,,,
2012,11,LIB,JOHNSON,1,21,,,,,,
2012,11,LIB,JOHNSON,3,21,,,,,,
2012,11,LIB,JOHNSON,2,21,,,,,,
2012,11,LIB,JOHNSON,1,21,,,,,,
2012,11,LIB,JOHNSON,4,21,,,,,,
2012,11,LIB,JOHNSON,5,21,,,,,,
2012,11,LIB,JOHNSON,7,21,,,,,,
2012,11,LIB,JOHNSON,3,21,,,,,,
2012,11,LIB,JOHNSON,8,21,,,,,,
2012,11,LIB,JOHNSON,4,21,,,,,,
2012,11,LIB,JOHNSON,3,21,,,,,,
2012,11,LIB,JOHNSON,0,21,,,,,,
2012,11,LIB,JOHNSON,7,21,,,,,,
2012,11,LIB,JOHNSON,4,21,,,,,,
2012,11,LIB,JOHNSON,2,21,,,,,,
2012,11,LIB,JOHNSON,1,21,,,,,,
2012,11,LIB,JOHNSON,6,21,,,,,,
2012,11,LIB,JOHNSON,5,21,,,,,,
2012,11,LIB,JOHNSON,3,21,,,,,,
2012,11,LIB,JOHNSON,2,21,,,,,,
2012,11,LIB,JOHNSON,4,21,,,,,,
2012,11,LIB,JOHNSON,0,21,,,,,,
2012,11,LIB,JOHNSON,4,21,,,,,,
2012,11,LIB,JOHNSON,2,21,,,,,,
2012,11,LIB,JOHNSON,3,21,,,,,,
2012,11,LIB,JOHNSON,0,21,,,,,,
2012,11,LIB,JOHNSON,3,21,,,,,,
2012,11,LIB,JOHNSON,2,21,,,,,,
2012,11,LIB,JOHNSON,6,21,,,,,,
2012,11,LIB,JOHNSON,7,21,,,,,,
2012,11,LIB,JOHNSON,8,21,,,,,,
2012,11,LIB,JOHNSON,8,21,,,,,,
2012,11,LIB,JOHNSON,4,21,,,,,,
2012,11,LIB,JOHNSON,8,21,,,,,,
2012,11,LIB,JOHNSON,3,21,,,,,,
2012,11,LIB,JOHNSON,4,21,,,,,,
2012,11,LIB,JOHNSON,1,21,,,,,,
2012,11,LIB,JOHNSON,3,21,,,,,,
2012,11,LIB,JOHNSON,2,21,,,,,,
2012,11,LIB,JOHNSON,2,21,,,,,,
2012,11,LIB,JOHNSON,13,21,,,,,,
2012,11,LIB,JOHNSON,11,21,,,,,,
2012,11,LIB,JOHNSON,5,21,,,,,,
2012,11,LIB,JOHNSON,6,21,,,,,,
2012,11,LIB,JOHNSON,4,21,,,,,,
2012,11,LIB,JOHNSON,4,21,,,,,,
2012,11,LIB,JOHNSON,5,21,,,,,,
2012,11,LIB,JOHNSON,1,21,,,,,,
2012,11,LIB,JOHNSON,7,21,,,,,,
2012,11,LIB,JOHNSON,5,21,,,,,,
2012,11,LIB,JOHNSON,1,21,,,,,,
2012,11,LIB,JOHNSON,4,21,,,,,,
2012,11,LIB,JOHNSON,5,21,,,,,,
2012,11,LIB,JOHNSON,6,21,,,,,,
2012,11,LIB,JOHNSON,6,21,,,,,,
2012,11,LIB,JOHNSON,5,21,,,,,,
2012,11,LIB,JOHNSON,10,21,,,,,,
2012,11,LIB,JOHNSON,2,21,,,,,,
2012,11,LIB,JOHNSON,5,21,,,,,,
2012,11,LIB,JOHNSON,3,21,,,,,,
2012,11,LIB,JOHNSON,2,21,,,,,,
2012,11,LIB,JOHNSON,11,21,,,,,,
2012,11,LIB,JOHNSON,6,21,,,,,,
2012,11,LIB,JOHNSON,2,21,,,,,,
2012,11,LIB,JOHNSON,4,21,,,,,,
2012,11,LIB,JOHNSON,3,21,,,,,,
2012,11,LIB,JOHNSON,6,21,,,,,,
2012,11,LIB,JOHNSON,4,21,,,,,,
2012,11,LIB,JOHNSON,14,21,,,,,,
2012,11,LIB,JOHNSON,4,21,,,,,,
2012,11,LIB,JOHNSON,5,21,,,,,,
2012,11,LIB,JOHNSON,10,21,,,,,,
2012,11,LIB,JOHNSON,4,21,,,,,,
2012,11,LIB,JOHNSON,4,21,,,,,,
2012,11,LIB,JOHNSON,1,21,,,,,,
2012,12,REP,ROMNEY,23,23,,,,,,
2012,12,REP,ROMNEY,80,23,,,,,,
2012,12,REP,ROMNEY,149,23,,,,,,
2012,12,REP,ROMNEY,213,23,,,,,,
2012,12,REP,ROMNEY,55,23,,,,,,
2012,12,REP,ROMNEY,52,23,,,,,,
2012,12,REP,ROMNEY,69,23,,,,,,
2012,12,REP,ROMNEY,47,23,,,,,,
2012,12,REP,ROMNEY,265,23,,,,,,
2012,12,REP,ROMNEY,406,23,,,,,,
2012,12,DEM,OBAMA,13,23,,,,,,
2012,12,DEM,OBAMA,70,23,,,,,,
2012,12,DEM,OBAMA,83,23,,,,,,
2012,12,DEM,OBAMA,168,23,,,,,,
2012,12,DEM,OBAMA,24,23,,,,,,
2012,12,DEM,OBAMA,24,23,,,,,,
2012,12,DEM,OBAMA,54,23,,,,,,
2012,12,DEM,OBAMA,12,23,,,,,,
2012,12,DEM,OBAMA,129,23,,,,,,
2012,12,DEM,OBAMA,147,23,,,,,,
2012,12,GRN,STEIN,0,23,,,,,,
2012,12,GRN,STEIN,1,23,,,,,,
2012,12,GRN,STEIN,1,23,,,,,,
2012,12,GRN,STEIN,5,23,,,,,,
2012,12,GRN,STEIN,0,23,,,,,,
2012,12,GRN,STEIN,0,23,,,,,,
2012,12,GRN,STEIN,1,23,,,,,,
2012,12,GRN,STEIN,0,23,,,,,,
2012,12,GRN,STEIN,0,23,,,,,,
2012,12,GRN,STEIN,1,23,,,,,,
2012,12,LIB,JOHNSON,0,23,,,,,,
2012,12,LIB,JOHNSON,0,23,,,,,,
2012,12,LIB,JOHNSON,2,23,,,,,,
2012,12,LIB,JOHNSON,5,23,,,,,,
2012,12,LIB,JOHNSON,2,23,,,,,,
2012,12,LIB,JOHNSON,0,23,,,,,,
2012,12,LIB,JOHNSON,2,23,,,,,,
2012,12,LIB,JOHNSON,1,23,,,,,,
2012,12,LIB,JOHNSON,4,23,,,,,,
2012,12,LIB,JOHNSON,3,23,,,,,,
2012,12,OTH,WRITE-IN,0,23,,,,,,
2012,12,OTH,WRITE-IN,1,23,,,,,,
2012,12,OTH,WRITE-IN,0,23,,,,,,
2012,12,OTH,WRITE-IN,3,23,,,,,,
2012,12,OTH,WRITE-IN,0,23,,,,,,
2012,12,OTH,WRITE-IN,0,23,,,,,,
2012,12,OTH,WRITE-IN,0,23,,,,,,
2012,12,OTH,WRITE-IN,3,23,,,,,,
2012,12,OTH,WRITE-IN,2,23,,,,,,
2012,12,OTH,WRITE-IN,5,23,,,,,,
2012,13,REP,ROMNEY,243,25,,,,,,
2012,13,REP,ROMNEY,183,25,,,,,,
2012,13,REP,ROMNEY,199,25,,,,,,
2012,13,REP,ROMNEY,295,25,,,,,,
2012,13,REP,ROMNEY,407,25,,,,,,
2012,13,REP,ROMNEY,49,25,,,,,,
2012,13,REP,ROMNEY,257,25,,,,,,
2012,13,REP,ROMNEY,476,25,,,,,,
2012,13,REP,ROMNEY,383,25,,,,,,
2012,13,REP,ROMNEY,192,25,,,,,,
2012,13,REP,ROMNEY,153,25,,,,,,
2012,13,REP,ROMNEY,309,25,,,,,,
2012,13,REP,ROMNEY,111,25,,,,,,
2012,13,REP,ROMNEY,217,25,,,,,,
2012,13,REP,ROMNEY,115,25,,,,,,
2012,13,REP,ROMNEY,373,25,,,,,,
2012,13,REP,ROMNEY,262,25,,,,,,
2012,13,REP,ROMNEY,149,25,,,,,,
2012,13,REP,ROMNEY,118,25,,,,,,
2012,13,REP,ROMNEY,45,25,,,,,,
2012,13,REP,ROMNEY,159,25,,,,,,
2012,13,REP,ROMNEY,320,25,,,,,,
2012,13,REP,ROMNEY,264,25,,,,,,
2012,13,REP,ROMNEY,263,25,,,,,,
2012,13,REP,ROMNEY,373,25,,,,,,
2012,13,REP,ROMNEY,278,25,,,,,,
2012,13,REP,ROMNEY,590,25,,,,,,
2012,13,REP,ROMNEY,242,25,,,,,,
2012,13,REP,ROMNEY,122,25,,,,,,
2012,13,REP,ROMNEY,257,25,,,,,,
2012,13,REP,ROMNEY,345,25,,,,,,
2012,13,REP,ROMNEY,340,25,,,,,,
2012,13,REP,ROMNEY,355,25,,,,,,
2012,13,REP,ROMNEY,436,25,,,,,,
2012,13,REP,ROMNEY,127,25,,,,,,
2012,13,REP,ROMNEY,108,25,,,,,,
2012,13,REP,ROMNEY,490,25,,,,,,
2012,13,REP,ROMNEY,480,25,,,,,,
2012,13,REP,ROMNEY,405,25,,,,,,
2012,13,REP,ROMNEY,294,25,,,,,,
2012,13,REP,ROMNEY,394,25,,,,,,
2012,13,REP,ROMNEY,123,25,,,,,,
2012,13,REP,ROMNEY,163,25,,,,,,
2012,13,REP,ROMNEY,187,25,,,,,,
2012,13,REP,ROMNEY,145,25,,,,,,
2012,13,REP,ROMNEY,363,25,,,,,,
2012,13,REP,ROMNEY,412,25,,,,,,
2012,13,REP,ROMNEY,332,25,,,,,,
2012,13,REP,ROMNEY,371,25,,,,,,
2012,13,REP,ROMNEY,179,25,,,,,,
2012,13,REP,ROMNEY,51,25,,,,,,
2012,13,DEM,OBAMA,214,25,,,,,,
2012,13,DEM,OBAMA,133,25,,,,,,
2012,13,DEM,OBAMA,144,25,,,,,,
2012,13,DEM,OBAMA,236,25,,,,,,
2012,13,DEM,OBAMA,230,25,,,,,,
2012,13,DEM,OBAMA,59,25,,,,,,
2012,13,DEM,OBAMA,193,25,,,,,,
2012,13,DEM,OBAMA,303,25,,,,,,
2012,13,DEM,OBAMA,230,25,,,,,,
2012,13,DEM,OBAMA,271,25,,,,,,
2012,13,DEM,OBAMA,194,25,,,,,,
2012,13,DEM,OBAMA,302,25,,,,,,
2012,13,DEM,OBAMA,162,25,,,,,,
2012,13,DEM,OBAMA,273,25,,,,,,
2012,13,DEM,OBAMA,100,25,,,,,,
2012,13,DEM,OBAMA,198,25,,,,,,
2012,13,DEM,OBAMA,280,25,,,,,,
2012,13,DEM,OBAMA,197,25,,,,,,
2012,13,DEM,OBAMA,181,25,,,,,,
2012,13,DEM,OBAMA,40,25,,,,,,
2012,13,DEM,OBAMA,64,25,,,,,,
2012,13,DEM,OBAMA,318,25,,,,,,
2012,13,DEM,OBAMA,267,25,,,,,,
2012,13,DEM,OBAMA,302,25,,,,,,
2012,13,DEM,OBAMA,312,25,,,,,,
2012,13,DEM,OBAMA,233,25,,,,,,
2012,13,DEM,OBAMA,417,25,,,,,,
2012,13,DEM,OBAMA,120,25,,,,,,
2012,13,DEM,OBAMA,141,25,,,,,,
2012,13,DEM,OBAMA,339,25,,,,,,
2012,13,DEM,OBAMA,347,25,,,,,,
2012,13,DEM,OBAMA,157,25,,,,,,
2012,13,DEM,OBAMA,291,25,,,,,,
2012,13,DEM,OBAMA,483,25,,,,,,
2012,13,DEM,OBAMA,139,25,,,,,,
2012,13,DEM,OBAMA,57,25,,,,,,
2012,13,DEM,OBAMA,359,25,,,,,,
2012,13,DEM,OBAMA,374,25,,,,,,
2012,13,DEM,OBAMA,393,25,,,,,,
2012,13,DEM,OBAMA,230,25,,,,,,
2012,13,DEM,OBAMA,430,25,,,,,,
