year,countycode,party,cand,votes,FIPS,,,,,,
2012,36,DEM,OBAMA,331,71,,,,,,
2012,36,DEM,OBAMA,379,71,,,,,,
2012,36,DEM,OBAMA,269,71,,,,,,
2012,36,DEM,OBAMA,505,71,,,,,,
2012,36,DEM,OBAMA,313,71,,,,,,
2012,36,DEM,OBAMA,429,71,,,,,,
2012,36,DEM,OBAMA,638,71,,,,,,
2012,36,DEM,OBAMA,477,71,,,,,,
2012,36,DEM,OBAMA,343,71,,,,,,
2012,36,DEM,OBAMA,426,71,,,,,,
2012,36,DEM,OBAMA,424,71,,,,,,
2012,36,DEM,OBAMA,514,71,,,,,,
2012,36,DEM,OBAMA,450,71,,,,,,
2012,36,DEM,OBAMA,447,71,,,,,,
2012,36,DEM,OBAMA,399,71,,,,,,
2012,36,DEM,OBAMA,339,71,,,,,,
2012,36,DEM,OBAMA,309,71,,,,,,
2012,36,DEM,OBAMA,715,71,,,,,,
2012,36,DEM,OBAMA,230,71,,,,,,
2012,36,DEM,OBAMA,941,71,,,,,,
2012,36,DEM,OBAMA,350,71,,,,,,
2012,36,DEM,OBAMA,638,71,,,,,,
2012,36,DEM,OBAMA,150,71,,,,,,
2012,36,DEM,OBAMA,673,71,,,,,,
2012,36,DEM,OBAMA,316,71,,,,,,
2012,36,DEM,OBAMA,271,71,,,,,,
2012,36,DEM,OBAMA,729,71,,,,,,
2012,36,DEM,OBAMA,330,71,,,,,,
2012,36,DEM,OBAMA,386,71,,,,,,
2012,36,DEM,OBAMA,389,71,,,,,,
2012,36,DEM,OBAMA,788,71,,,,,,
2012,36,DEM,OBAMA,603,71,,,,,,
2012,36,DEM,OBAMA,330,71,,,,,,
2012,36,DEM,OBAMA,215,71,,,,,,
2012,36,DEM,OBAMA,372,71,,,,,,
2012,36,DEM,OBAMA,397,71,,,,,,
2012,36,DEM,OBAMA,275,71,,,,,,
2012,36,DEM,OBAMA,612,71,,,,,,
2012,36,DEM,OBAMA,394,71,,,,,,
2012,36,DEM,OBAMA,272,71,,,,,,
2012,36,DEM,OBAMA,381,71,,,,,,
2012,36,DEM,OBAMA,148,71,,,,,,
2012,36,DEM,OBAMA,379,71,,,,,,
2012,36,DEM,OBAMA,426,71,,,,,,
2012,36,DEM,OBAMA,269,71,,,,,,
2012,36,DEM,OBAMA,378,71,,,,,,
2012,36,DEM,OBAMA,665,71,,,,,,
2012,36,DEM,OBAMA,465,71,,,,,,
2012,36,DEM,OBAMA,318,71,,,,,,
2012,36,DEM,OBAMA,299,71,,,,,,
2012,36,DEM,OBAMA,183,71,,,,,,
2012,36,DEM,OBAMA,663,71,,,,,,
2012,36,DEM,OBAMA,207,71,,,,,,
2012,36,DEM,OBAMA,258,71,,,,,,
2012,36,DEM,OBAMA,288,71,,,,,,
2012,36,DEM,OBAMA,262,71,,,,,,
2012,36,DEM,OBAMA,273,71,,,,,,
2012,36,DEM,OBAMA,232,71,,,,,,
2012,36,DEM,OBAMA,407,71,,,,,,
2012,36,DEM,OBAMA,261,71,,,,,,
2012,36,DEM,OBAMA,272,71,,,,,,
2012,36,DEM,OBAMA,105,71,,,,,,
2012,36,DEM,OBAMA,355,71,,,,,,
2012,36,DEM,OBAMA,277,71,,,,,,
2012,36,DEM,OBAMA,330,71,,,,,,
2012,36,DEM,OBAMA,276,71,,,,,,
2012,36,DEM,OBAMA,543,71,,,,,,
2012,36,DEM,OBAMA,199,71,,,,,,
2012,36,DEM,OBAMA,311,71,,,,,,
2012,36,DEM,OBAMA,213,71,,,,,,
2012,36,DEM,OBAMA,443,71,,,,,,
2012,36,DEM,OBAMA,312,71,,,,,,
2012,36,DEM,OBAMA,333,71,,,,,,
2012,36,DEM,OBAMA,353,71,,,,,,
2012,36,DEM,OBAMA,394,71,,,,,,
2012,36,DEM,OBAMA,266,71,,,,,,
2012,36,DEM,OBAMA,218,71,,,,,,
2012,36,DEM,OBAMA,366,71,,,,,,
2012,36,DEM,OBAMA,625,71,,,,,,
2012,36,DEM,OBAMA,596,71,,,,,,
2012,36,DEM,OBAMA,224,71,,,,,,
2012,36,DEM,OBAMA,482,71,,,,,,
2012,36,DEM,OBAMA,527,71,,,,,,
2012,36,DEM,OBAMA,370,71,,,,,,
2012,36,DEM,OBAMA,520,71,,,,,,
2012,36,DEM,OBAMA,534,71,,,,,,
2012,36,DEM,OBAMA,364,71,,,,,,
2012,36,DEM,OBAMA,387,71,,,,,,
2012,36,DEM,OBAMA,316,71,,,,,,
2012,36,DEM,OBAMA,337,71,,,,,,
2012,36,DEM,OBAMA,470,71,,,,,,
2012,36,DEM,OBAMA,422,71,,,,,,
2012,36,DEM,OBAMA,452,71,,,,,,
2012,36,DEM,OBAMA,474,71,,,,,,
2012,36,DEM,OBAMA,413,71,,,,,,
2012,36,GRN,STEIN,5,71,,,,,,
2012,36,GRN,STEIN,5,71,,,,,,
2012,36,GRN,STEIN,6,71,,,,,,
2012,36,GRN,STEIN,0,71,,,,,,
2012,36,GRN,STEIN,6,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,5,71,,,,,,
2012,36,GRN,STEIN,5,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,7,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,11,71,,,,,,
2012,36,GRN,STEIN,9,71,,,,,,
2012,36,GRN,STEIN,5,71,,,,,,
2012,36,GRN,STEIN,0,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,0,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,5,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,0,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,0,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,6,71,,,,,,
2012,36,GRN,STEIN,5,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,5,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,14,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,5,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,6,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,8,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,5,71,,,,,,
2012,36,GRN,STEIN,0,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,7,71,,,,,,
2012,36,GRN,STEIN,6,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,0,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,0,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,0,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,0,71,,,,,,
2012,36,GRN,STEIN,6,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,8,71,,,,,,
2012,36,GRN,STEIN,5,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,7,71,,,,,,
2012,36,GRN,STEIN,0,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,5,71,,,,,,
2012,36,GRN,STEIN,0,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,0,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,0,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,5,71,,,,,,
2012,36,GRN,STEIN,5,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,0,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,6,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,8,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,9,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,5,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,6,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,7,71,,,,,,
2012,36,GRN,STEIN,6,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,13,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,6,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,10,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,5,71,,,,,,
2012,36,GRN,STEIN,5,71,,,,,,
2012,36,GRN,STEIN,5,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,8,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,8,71,,,,,,
2012,36,GRN,STEIN,0,71,,,,,,
2012,36,GRN,STEIN,0,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,6,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,5,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,7,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,6,71,,,,,,
2012,36,GRN,STEIN,7,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,6,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,0,71,,,,,,
2012,36,GRN,STEIN,5,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,4,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,1,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,3,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,2,71,,,,,,
2012,36,GRN,STEIN,10,71,,,,,,
2012,36,LIB,JOHNSON,13,71,,,,,,
2012,36,LIB,JOHNSON,6,71,,,,,,
2012,36,LIB,JOHNSON,10,71,,,,,,
2012,36,LIB,JOHNSON,7,71,,,,,,
2012,36,LIB,JOHNSON,18,71,,,,,,
2012,36,LIB,JOHNSON,6,71,,,,,,
2012,36,LIB,JOHNSON,18,71,,,,,,
2012,36,LIB,JOHNSON,5,71,,,,,,
2012,36,LIB,JOHNSON,11,71,,,,,,
2012,36,LIB,JOHNSON,13,71,,,,,,
2012,36,LIB,JOHNSON,15,71,,,,,,
2012,36,LIB,JOHNSON,8,71,,,,,,
2012,36,LIB,JOHNSON,11,71,,,,,,
2012,36,LIB,JOHNSON,7,71,,,,,,
2012,36,LIB,JOHNSON,12,71,,,,,,
2012,36,LIB,JOHNSON,1,71,,,,,,
2012,36,LIB,JOHNSON,4,71,,,,,,
2012,36,LIB,JOHNSON,34,71,,,,,,
2012,36,LIB,JOHNSON,22,71,,,,,,
2012,36,LIB,JOHNSON,25,71,,,,,,
2012,36,LIB,JOHNSON,4,71,,,,,,
2012,36,LIB,JOHNSON,0,71,,,,,,
2012,36,LIB,JOHNSON,6,71,,,,,,
2012,36,LIB,JOHNSON,14,71,,,,,,
2012,36,LIB,JOHNSON,8,71,,,,,,
2012,36,LIB,JOHNSON,15,71,,,,,,
2012,36,LIB,JOHNSON,10,71,,,,,,
2012,36,LIB,JOHNSON,25,71,,,,,,
2012,36,LIB,JOHNSON,8,71,,,,,,
2012,36,LIB,JOHNSON,12,71,,,,,,
2012,36,LIB,JOHNSON,16,71,,,,,,
2012,36,LIB,JOHNSON,1,71,,,,,,
2012,36,LIB,JOHNSON,13,71,,,,,,
2012,36,LIB,JOHNSON,4,71,,,,,,
2012,36,LIB,JOHNSON,13,71,,,,,,
2012,36,LIB,JOHNSON,12,71,,,,,,
2012,36,LIB,JOHNSON,2,71,,,,,,
2012,36,LIB,JOHNSON,3,71,,,,,,
2012,36,LIB,JOHNSON,6,71,,,,,,
2012,36,LIB,JOHNSON,7,71,,,,,,
2012,36,LIB,JOHNSON,6,71,,,,,,
2012,36,LIB,JOHNSON,10,71,,,,,,
2012,36,LIB,JOHNSON,5,71,,,,,,
2012,36,LIB,JOHNSON,8,71,,,,,,
2012,36,LIB,JOHNSON,10,71,,,,,,
2012,36,LIB,JOHNSON,15,71,,,,,,
2012,36,LIB,JOHNSON,9,71,,,,,,
2012,36,LIB,JOHNSON,5,71,,,,,,
2012,36,LIB,JOHNSON,6,71,,,,,,
2012,36,LIB,JOHNSON,7,71,,,,,,
2012,36,LIB,JOHNSON,13,71,,,,,,
2012,36,LIB,JOHNSON,8,71,,,,,,
2012,36,LIB,JOHNSON,10,71,,,,,,
2012,36,LIB,JOHNSON,10,71,,,,,,
2012,36,LIB,JOHNSON,13,71,,,,,,
2012,36,LIB,JOHNSON,11,71,,,,,,
2012,36,LIB,JOHNSON,6,71,,,,,,
2012,36,LIB,JOHNSON,8,71,,,,,,
2012,36,LIB,JOHNSON,13,71,,,,,,
2012,36,LIB,JOHNSON,9,71,,,,,,
2012,36,LIB,JOHNSON,20,71,,,,,,
2012,36,LIB,JOHNSON,25,71,,,,,,
2012,36,LIB,JOHNSON,14,71,,,,,,
2012,36,LIB,JOHNSON,9,71,,,,,,
2012,36,LIB,JOHNSON,3,71,,,,,,
2012,36,LIB,JOHNSON,8,71,,,,,,
2012,36,LIB,JOHNSON,24,71,,,,,,
2012,36,LIB,JOHNSON,16,71,,,,,,
2012,36,LIB,JOHNSON,21,71,,,,,,
2012,36,LIB,JOHNSON,34,71,,,,,,
2012,36,LIB,JOHNSON,24,71,,,,,,
2012,36,LIB,JOHNSON,15,71,,,,,,
2012,36,LIB,JOHNSON,16,71,,,,,,
2012,36,LIB,JOHNSON,9,71,,,,,,
2012,36,LIB,JOHNSON,7,71,,,,,,
2012,36,LIB,JOHNSON,7,71,,,,,,
2012,36,LIB,JOHNSON,3,71,,,,,,
2012,36,LIB,JOHNSON,2,71,,,,,,
2012,36,LIB,JOHNSON,4,71,,,,,,
2012,36,LIB,JOHNSON,2,71,,,,,,
2012,36,LIB,JOHNSON,13,71,,,,,,
2012,36,LIB,JOHNSON,6,71,,,,,,
2012,36,LIB,JOHNSON,8,71,,,,,,
2012,36,LIB,JOHNSON,11,71,,,,,,
2012,36,LIB,JOHNSON,9,71,,,,,,
2012,36,LIB,JOHNSON,7,71,,,,,,
2012,36,LIB,JOHNSON,14,71,,,,,,
2012,36,LIB,JOHNSON,9,71,,,,,,
2012,36,LIB,JOHNSON,9,71,,,,,,
2012,36,LIB,JOHNSON,11,71,,,,,,
2012,36,LIB,JOHNSON,9,71,,,,,,
2012,36,LIB,JOHNSON,4,71,,,,,,
2012,36,LIB,JOHNSON,1,71,,,,,,
2012,36,LIB,JOHNSON,0,71,,,,,,
2012,36,LIB,JOHNSON,1,71,,,,,,
2012,36,LIB,JOHNSON,1,71,,,,,,
2012,36,LIB,JOHNSON,5,71,,,,,,
2012,36,LIB,JOHNSON,1,71,,,,,,
2012,36,LIB,JOHNSON,12,71,,,,,,
2012,36,LIB,JOHNSON,0,71,,,,,,
2012,36,LIB,JOHNSON,5,71,,,,,,
2012,36,LIB,JOHNSON,5,71,,,,,,
2012,36,LIB,JOHNSON,21,71,,,,,,
2012,36,LIB,JOHNSON,3,71,,,,,,
2012,36,LIB,JOHNSON,6,71,,,,,,
2012,36,LIB,JOHNSON,5,71,,,,,,
2012,36,LIB,JOHNSON,9,71,,,,,,
2012,36,LIB,JOHNSON,6,71,,,,,,
2012,36,LIB,JOHNSON,1,71,,,,,,
2012,36,LIB,JOHNSON,18,71,,,,,,
2012,36,LIB,JOHNSON,3,71,,,,,,
2012,36,LIB,JOHNSON,6,71,,,,,,
2012,36,LIB,JOHNSON,21,71,,,,,,
2012,36,LIB,JOHNSON,5,71,,,,,,
2012,36,LIB,JOHNSON,2,71,,,,,,
2012,36,LIB,JOHNSON,6,71,,,,,,
2012,36,LIB,JOHNSON,7,71,,,,,,
2012,36,LIB,JOHNSON,17,71,,,,,,
2012,36,LIB,JOHNSON,9,71,,,,,,
2012,36,LIB,JOHNSON,5,71,,,,,,
2012,36,LIB,JOHNSON,7,71,,,,,,
2012,36,LIB,JOHNSON,18,71,,,,,,
2012,36,LIB,JOHNSON,13,71,,,,,,
2012,36,LIB,JOHNSON,8,71,,,,,,
2012,36,LIB,JOHNSON,8,71,,,,,,
2012,36,LIB,JOHNSON,6,71,,,,,,
2012,36,LIB,JOHNSON,15,71,,,,,,
2012,36,LIB,JOHNSON,7,71,,,,,,
2012,36,LIB,JOHNSON,12,71,,,,,,
2012,36,LIB,JOHNSON,21,71,,,,,,
2012,36,LIB,JOHNSON,13,71,,,,,,
2012,36,LIB,JOHNSON,4,71,,,,,,
2012,36,LIB,JOHNSON,12,71,,,,,,
2012,36,LIB,JOHNSON,11,71,,,,,,
2012,36,LIB,JOHNSON,10,71,,,,,,
2012,36,LIB,JOHNSON,7,71,,,,,,
2012,36,LIB,JOHNSON,6,71,,,,,,
2012,36,LIB,JOHNSON,2,71,,,,,,
2012,36,LIB,JOHNSON,6,71,,,,,,
2012,36,LIB,JOHNSON,9,71,,,,,,
2012,36,LIB,JOHNSON,13,71,,,,,,
2012,36,LIB,JOHNSON,6,71,,,,,,
2012,36,LIB,JOHNSON,9,71,,,,,,
2012,36,LIB,JOHNSON,2,71,,,,,,
2012,36,LIB,JOHNSON,8,71,,,,,,
2012,36,LIB,JOHNSON,5,71,,,,,,
2012,36,LIB,JOHNSON,13,71,,,,,,
2012,36,LIB,JOHNSON,13,71,,,,,,
2012,36,LIB,JOHNSON,6,71,,,,,,
2012,36,LIB,JOHNSON,8,71,,,,,,
2012,36,LIB,JOHNSON,3,71,,,,,,
2012,36,LIB,JOHNSON,6,71,,,,,,
2012,36,LIB,JOHNSON,15,71,,,,,,
2012,36,LIB,JOHNSON,6,71,,,,,,
2012,36,LIB,JOHNSON,4,71,,,,,,
2012,36,LIB,JOHNSON,14,71,,,,,,
2012,36,LIB,JOHNSON,11,71,,,,,,
2012,36,LIB,JOHNSON,8,71,,,,,,
2012,36,LIB,JOHNSON,18,71,,,,,,
2012,36,LIB,JOHNSON,11,71,,,,,,
2012,36,LIB,JOHNSON,24,71,,,,,,
2012,36,LIB,JOHNSON,11,71,,,,,,
2012,36,LIB,JOHNSON,21,71,,,,,,
2012,36,LIB,JOHNSON,8,71,,,,,,
2012,36,LIB,JOHNSON,9,71,,,,,,
2012,36,LIB,JOHNSON,7,71,,,,,,
2012,36,LIB,JOHNSON,9,71,,,,,,
2012,36,LIB,JOHNSON,30,71,,,,,,
2012,36,LIB,JOHNSON,11,71,,,,,,
2012,36,LIB,JOHNSON,8,71,,,,,,
2012,36,LIB,JOHNSON,10,71,,,,,,
2012,36,LIB,JOHNSON,22,71,,,,,,
2012,36,LIB,JOHNSON,12,71,,,,,,
2012,36,LIB,JOHNSON,7,71,,,,,,
2012,36,LIB,JOHNSON,9,71,,,,,,
2012,36,LIB,JOHNSON,16,71,,,,,,
2012,36,LIB,JOHNSON,17,71,,,,,,
2012,36,LIB,JOHNSON,12,71,,,,,,
2012,36,LIB,JOHNSON,28,71,,,,,,
2012,36,LIB,JOHNSON,13,71,,,,,,
2012,36,LIB,JOHNSON,7,71,,,,,,
2012,36,LIB,JOHNSON,18,71,,,,,,
2012,36,LIB,JOHNSON,6,71,,,,,,
2012,36,LIB,JOHNSON,14,71,,,,,,
2012,36,LIB,JOHNSON,18,71,,,,,,
2012,36,LIB,JOHNSON,7,71,,,,,,
2012,36,LIB,JOHNSON,7,71,,,,,,
2012,36,LIB,JOHNSON,29,71,,,,,,
2012,36,LIB,JOHNSON,19,71,,,,,,
2012,36,LIB,JOHNSON,17,71,,,,,,
2012,36,LIB,JOHNSON,4,71,,,,,,
2012,36,LIB,JOHNSON,6,71,,,,,,
2012,36,LIB,JOHNSON,21,71,,,,,,
2012,36,LIB,JOHNSON,15,71,,,,,,
2012,36,LIB,JOHNSON,8,71,,,,,,
2012,36,LIB,JOHNSON,11,71,,,,,,
2012,36,LIB,JOHNSON,11,71,,,,,,
2012,36,LIB,JOHNSON,15,71,,,,,,
2012,36,LIB,JOHNSON,6,71,,,,,,
2012,36,LIB,JOHNSON,8,71,,,,,,
2012,36,LIB,JOHNSON,9,71,,,,,,
2012,36,LIB,JOHNSON,9,71,,,,,,
2012,36,LIB,JOHNSON,5,71,,,,,,
2012,36,LIB,JOHNSON,15,71,,,,,,
2012,36,LIB,JOHNSON,13,71,,,,,,
2012,36,LIB,JOHNSON,8,71,,,,,,
2012,36,LIB,JOHNSON,13,71,,,,,,
2012,36,LIB,JOHNSON,11,71,,,,,,
2012,36,LIB,JOHNSON,3,71,,,,,,
2012,36,LIB,JOHNSON,5,71,,,,,,
2012,36,LIB,JOHNSON,14,71,,,,,,
2012,36,LIB,JOHNSON,14,71,,,,,,
2012,36,LIB,JOHNSON,15,71,,,,,,
2012,36,LIB,JOHNSON,13,71,,,,,,
2012,36,LIB,JOHNSON,16,71,,,,,,
2012,36,LIB,JOHNSON,16,71,,,,,,
2012,36,LIB,JOHNSON,13,71,,,,,,
2012,36,LIB,JOHNSON,8,71,,,,,,
2012,36,LIB,JOHNSON,13,71,,,,,,
2012,36,LIB,JOHNSON,22,71,,,,,,
2012,36,LIB,JOHNSON,20,71,,,,,,
2012,36,LIB,JOHNSON,11,71,,,,,,
2012,36,LIB,JOHNSON,7,71,,,,,,
2012,36,LIB,JOHNSON,34,71,,,,,,
2012,36,LIB,JOHNSON,14,71,,,,,,
2012,36,LIB,JOHNSON,11,71,,,,,,
2012,36,LIB,JOHNSON,24,71,,,,,,
2012,36,LIB,JOHNSON,10,71,,,,,,
