id,PUMA,WGTP,WGTP30,WGTP50,PCTburden30,PCTburden50
79500US4203801,3801,14924,9044,4265,60.60037523,28.57812919
79500US4203802,3802,9368,4177,1578,44.58795901,16.84457728
79500US4203901,3901,11924,6194,2739,51.94565582,22.9704797
79500US4203902,3902,6835,4754,2917,69.55376737,42.67739576
79500US4203903,3903,8416,5068,2135,60.21863118,25.36834601
79500US4203904,3904,13385,9121,3661,68.14344415,27.35151289
79500US4204001,4001,8255,4037,1680,48.90369473,20.35130224
79500US4204002,4002,13536,8134,5247,60.09160757,38.76329787
79500US4204003,4003,11698,6711,3647,57.36878099,31.17626945
79500US4204004,4004,13090,8176,4399,62.45989305,33.60580596
79500US4204005,4005,8652,4832,3082,55.84835876,35.62182154
79500US4204006,4006,9110,4538,2372,49.81339188,26.03732162
79500US4204101,4101,15699,7969,4397,50.76119498,28.00815339
79500US4204102,4102,15004,10025,6186,66.81551586,41.2290056
79500US4204103,4103,15999,10327,5994,64.54778424,37.46484155
79500US4204104,4104,19933,12494,5921,62.67997793,29.70451011
79500US4204105,4105,22276,14135,9589,63.45394146,43.04632789
79500US4204106,4106,19125,12280,6607,64.20915033,34.54640523
79500US4204107,4107,22706,12761,7631,56.20100414,33.60785695
79500US4204108,4108,22679,13453,8565,59.31919397,37.76621544
79500US4204109,4109,27099,15522,8664,57.27886638,31.97165947
79500US4204110,4110,15440,8050,5797,52.1373057,37.54533679
79500US4204111,4111,25757,15536,9178,60.31758357,35.6330318
79500US4204201,4201,7225,3620,1419,50.10380623,19.64013841
79500US4204202,4202,16932,9136,4612,53.95700449,27.23836523
79500US4204203,4203,16829,9009,4550,53.53259255,27.0366629
79500US4204204,4204,8251,4649,2063,56.34468549,25.00302994
79500US4204301,4301,9340,3137,2040,33.58672377,21.84154176
79500US4204302,4302,12804,6763,3577,52.81943143,27.93658232
79500US4204303,4303,11399,6277,3563,55.06623388,31.25712782
