year,countycode,party,cand,votes,FIPS
2008,4,IND,NADER,2,7
2008,4,IND,NADER,4,7
2008,4,IND,NADER,6,7
2008,4,IND,NADER,15,7
2008,4,IND,NADER,6,7
2008,4,IND,NADER,12,7
2008,4,IND,NADER,8,7
2008,4,IND,NADER,4,7
2008,4,IND,NADER,8,7
2008,4,IND,NADER,10,7
2008,4,IND,NADER,12,7
2008,4,IND,NADER,4,7
2008,4,IND,NADER,0,7
2008,4,IND,NADER,7,7
2008,4,IND,NADER,0,7
2008,4,IND,NADER,1,7
2008,4,IND,NADER,2,7
2008,4,IND,NADER,6,7
2008,4,IND,NADER,8,7
2008,4,IND,NADER,9,7
2008,4,IND,NADER,4,7
2008,4,IND,NADER,9,7
2008,4,IND,NADER,6,7
2008,4,IND,NADER,2,7
2008,4,IND,NADER,3,7
2008,4,IND,NADER,7,7
2008,4,IND,NADER,3,7
2008,4,IND,NADER,11,7
2008,4,IND,NADER,11,7
2008,4,IND,NADER,15,7
2008,4,IND,NADER,6,7
2008,4,IND,NADER,11,7
2008,4,IND,NADER,4,7
2008,4,IND,NADER,4,7
2008,4,IND,NADER,8,7
2008,4,IND,NADER,9,7
2008,4,IND,NADER,7,7
2008,4,IND,NADER,5,7
2008,4,IND,NADER,8,7
2008,4,IND,NADER,0,7
2008,4,IND,NADER,0,7
2008,4,IND,NADER,10,7
2008,4,IND,NADER,6,7
2008,4,IND,NADER,3,7
2008,4,IND,NADER,7,7
2008,4,IND,NADER,13,7
2008,4,IND,NADER,1,7
2008,4,IND,NADER,2,7
2008,4,IND,NADER,5,7
2008,4,IND,NADER,5,7
2008,4,IND,NADER,0,7
2008,4,IND,NADER,14,7
2008,4,IND,NADER,3,7
2008,4,IND,NADER,13,7
2008,4,IND,NADER,8,7
2008,4,IND,NADER,7,7
2008,4,LIB,BARR,0,7
2008,4,LIB,BARR,0,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,2,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,3,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,3,7
2008,4,LIB,BARR,0,7
2008,4,LIB,BARR,3,7
2008,4,LIB,BARR,2,7
2008,4,LIB,BARR,2,7
2008,4,LIB,BARR,5,7
2008,4,LIB,BARR,0,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,3,7
2008,4,LIB,BARR,3,7
2008,4,LIB,BARR,5,7
2008,4,LIB,BARR,3,7
2008,4,LIB,BARR,2,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,3,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,5,7
2008,4,LIB,BARR,6,7
2008,4,LIB,BARR,5,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,3,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,4,7
2008,4,LIB,BARR,3,7
2008,4,LIB,BARR,2,7
2008,4,LIB,BARR,4,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,5,7
2008,4,LIB,BARR,2,7
2008,4,LIB,BARR,3,7
2008,4,LIB,BARR,2,7
2008,4,LIB,BARR,0,7
2008,4,LIB,BARR,2,7
2008,4,LIB,BARR,5,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,0,7
2008,4,LIB,BARR,3,7
2008,4,LIB,BARR,2,7
2008,4,LIB,BARR,2,7
2008,4,LIB,BARR,0,7
2008,4,LIB,BARR,4,7
2008,4,LIB,BARR,2,7
2008,4,LIB,BARR,2,7
2008,4,LIB,BARR,0,7
2008,4,LIB,BARR,5,7
2008,4,LIB,BARR,8,7
2008,4,LIB,BARR,3,7
2008,4,LIB,BARR,4,7
2008,4,LIB,BARR,0,7
2008,4,LIB,BARR,2,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,3,7
2008,4,LIB,BARR,6,7
2008,4,LIB,BARR,2,7
2008,4,LIB,BARR,0,7
2008,4,LIB,BARR,0,7
2008,4,LIB,BARR,6,7
2008,4,LIB,BARR,6,7
2008,4,LIB,BARR,0,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,2,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,0,7
2008,4,LIB,BARR,0,7
2008,4,LIB,BARR,3,7
2008,4,LIB,BARR,3,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,4,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,2,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,2,7
2008,4,LIB,BARR,4,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,2,7
2008,4,LIB,BARR,3,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,0,7
2008,4,LIB,BARR,0,7
2008,4,LIB,BARR,0,7
2008,4,LIB,BARR,3,7
2008,4,LIB,BARR,3,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,2,7
2008,4,LIB,BARR,3,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,5,7
2008,4,LIB,BARR,0,7
2008,4,LIB,BARR,4,7
2008,4,LIB,BARR,8,7
2008,4,LIB,BARR,2,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,2,7
2008,4,LIB,BARR,0,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,3,7
2008,4,LIB,BARR,5,7
2008,4,LIB,BARR,3,7
2008,4,LIB,BARR,0,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,0,7
2008,4,LIB,BARR,4,7
2008,4,LIB,BARR,3,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,0,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,2,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,1,7
2008,4,LIB,BARR,2,7
2008,4,OTH,WRITE-IN,2,7
2008,4,OTH,WRITE-IN,0,7
2008,4,OTH,WRITE-IN,0,7
2008,4,OTH,WRITE-IN,0,7
2008,4,OTH,WRITE-IN,4,7
2008,4,OTH,WRITE-IN,7,7
2008,4,OTH,WRITE-IN,3,7
2008,4,OTH,WRITE-IN,3,7
2008,4,OTH,WRITE-IN,2,7
2008,4,OTH,WRITE-IN,1,7
2008,4,OTH,WRITE-IN,5,7
2008,4,OTH,WRITE-IN,7,7
2008,4,OTH,WRITE-IN,3,7
2008,4,OTH,WRITE-IN,3,7
2008,4,OTH,WRITE-IN,3,7
2008,4,OTH,WRITE-IN,13,7
2008,4,OTH,WRITE-IN,9,7
2008,4,OTH,WRITE-IN,7,7
2008,4,OTH,WRITE-IN,3,7
2008,4,OTH,WRITE-IN,6,7
2008,4,OTH,WRITE-IN,3,7
2008,4,OTH,WRITE-IN,5,7
2008,4,OTH,WRITE-IN,3,7
2008,4,OTH,WRITE-IN,3,7
2008,4,OTH,WRITE-IN,10,7
2008,4,OTH,WRITE-IN,6,7
2008,4,OTH,WRITE-IN,6,7
2008,4,OTH,WRITE-IN,3,7
2008,4,OTH,WRITE-IN,4,7
2008,4,OTH,WRITE-IN,3,7
2008,4,OTH,WRITE-IN,6,7
2008,4,OTH,WRITE-IN,5,7
2008,4,OTH,WRITE-IN,5,7
2008,4,OTH,WRITE-IN,6,7
2008,4,OTH,WRITE-IN,3,7
2008,4,OTH,WRITE-IN,3,7
2008,4,OTH,WRITE-IN,13,7
2008,4,OTH,WRITE-IN,10,7
2008,4,OTH,WRITE-IN,2,7
2008,4,OTH,WRITE-IN,1,7
2008,4,OTH,WRITE-IN,5,7
2008,4,OTH,WRITE-IN,8,7
2008,4,OTH,WRITE-IN,4,7
2008,4,OTH,WRITE-IN,14,7
2008,4,OTH,WRITE-IN,0,7
2008,4,OTH,WRITE-IN,2,7
2008,4,OTH,WRITE-IN,6,7
2008,4,OTH,WRITE-IN,3,7
2008,4,OTH,WRITE-IN,1,7
2008,4,OTH,WRITE-IN,6,7
2008,4,OTH,WRITE-IN,3,7
2008,4,OTH,WRITE-IN,0,7
2008,4,OTH,WRITE-IN,1,7
2008,4,OTH,WRITE-IN,6,7
2008,4,OTH,WRITE-IN,4,7
2008,4,OTH,WRITE-IN,4,7
2008,4,OTH,WRITE-IN,8,7
2008,4,OTH,WRITE-IN,7,7
2008,4,OTH,WRITE-IN,2,7
2008,4,OTH,WRITE-IN,0,7
2008,4,OTH,WRITE-IN,1,7
2008,4,OTH,WRITE-IN,4,7
2008,4,OTH,WRITE-IN,7,7
2008,4,OTH,WRITE-IN,0,7
2008,4,OTH,WRITE-IN,1,7
2008,4,OTH,WRITE-IN,4,7
2008,4,OTH,WRITE-IN,10,7
2008,4,OTH,WRITE-IN,2,7
2008,4,OTH,WRITE-IN,7,7
2008,4,OTH,WRITE-IN,2,7
2008,4,OTH,WRITE-IN,4,7
2008,4,OTH,WRITE-IN,0,7
2008,4,OTH,WRITE-IN,0,7
2008,4,OTH,WRITE-IN,5,7
2008,4,OTH,WRITE-IN,4,7
2008,4,OTH,WRITE-IN,5,7
2008,4,OTH,WRITE-IN,6,7
2008,4,OTH,WRITE-IN,7,7
2008,4,OTH,WRITE-IN,6,7
2008,4,OTH,WRITE-IN,7,7
2008,4,OTH,WRITE-IN,3,7
2008,4,OTH,WRITE-IN,5,7
2008,4,OTH,WRITE-IN,9,7
2008,4,OTH,WRITE-IN,10,7
2008,4,OTH,WRITE-IN,3,7
2008,4,OTH,WRITE-IN,4,7
2008,4,OTH,WRITE-IN,7,7
2008,4,OTH,WRITE-IN,2,7
2008,4,OTH,WRITE-IN,4,7
2008,4,OTH,WRITE-IN,3,7
2008,4,OTH,WRITE-IN,4,7
2008,4,OTH,WRITE-IN,5,7
2008,4,OTH,WRITE-IN,6,7
2008,4,OTH,WRITE-IN,9,7
2008,4,OTH,WRITE-IN,4,7
2008,4,OTH,WRITE-IN,0,7
2008,4,OTH,WRITE-IN,5,7
2008,4,OTH,WRITE-IN,6,7
2008,4,OTH,WRITE-IN,4,7
2008,4,OTH,WRITE-IN,3,7
2008,4,OTH,WRITE-IN,10,7
2008,4,OTH,WRITE-IN,4,7
2008,4,OTH,WRITE-IN,2,7
2008,4,OTH,WRITE-IN,3,7
2008,4,OTH,WRITE-IN,3,7
2008,4,OTH,WRITE-IN,2,7
2008,4,OTH,WRITE-IN,1,7
2008,4,OTH,WRITE-IN,1,7
2008,4,OTH,WRITE-IN,3,7
2008,4,OTH,WRITE-IN,6,7
2008,4,OTH,WRITE-IN,3,7
2008,4,OTH,WRITE-IN,5,7
2008,4,OTH,WRITE-IN,1,7
2008,4,OTH,WRITE-IN,3,7
2008,4,OTH,WRITE-IN,1,7
2008,4,OTH,WRITE-IN,2,7
2008,4,OTH,WRITE-IN,5,7
2008,4,OTH,WRITE-IN,3,7
2008,4,OTH,WRITE-IN,9,7
2008,4,OTH,WRITE-IN,0,7
2008,4,OTH,WRITE-IN,5,7
2008,4,OTH,WRITE-IN,3,7
2008,4,OTH,WRITE-IN,1,7
2008,4,OTH,WRITE-IN,1,7
2008,4,OTH,WRITE-IN,10,7
2008,4,OTH,WRITE-IN,0,7
2008,4,OTH,WRITE-IN,8,7
2008,4,OTH,WRITE-IN,2,7
2008,4,OTH,WRITE-IN,4,7
2008,5,DEM,OBAMA,304,9
2008,5,DEM,OBAMA,408,9
2008,5,DEM,OBAMA,256,9
2008,5,DEM,OBAMA,232,9
2008,5,DEM,OBAMA,107,9
2008,5,DEM,OBAMA,226,9
2008,5,DEM,OBAMA,32,9
2008,5,DEM,OBAMA,141,9
2008,5,DEM,OBAMA,215,9
2008,5,DEM,OBAMA,174,9
2008,5,DEM,OBAMA,376,9
2008,5,DEM,OBAMA,193,9
2008,5,DEM,OBAMA,110,9
2008,5,DEM,OBAMA,253,9
2008,5,DEM,OBAMA,42,9
2008,5,DEM,OBAMA,107,9
2008,5,DEM,OBAMA,159,9
2008,5,DEM,OBAMA,252,9
2008,5,DEM,OBAMA,141,9
2008,5,DEM,OBAMA,267,9
2008,5,DEM,OBAMA,32,9
2008,5,DEM,OBAMA,187,9
2008,5,DEM,OBAMA,63,9
2008,5,DEM,OBAMA,54,9
2008,5,DEM,OBAMA,140,9
2008,5,DEM,OBAMA,258,9
2008,5,DEM,OBAMA,22,9
2008,5,DEM,OBAMA,29,9
2008,5,DEM,OBAMA,13,9
2008,5,DEM,OBAMA,10,9
2008,5,DEM,OBAMA,116,9
2008,5,DEM,OBAMA,43,9
2008,5,DEM,OBAMA,226,9
2008,5,DEM,OBAMA,184,9
2008,5,DEM,OBAMA,67,9
2008,5,DEM,OBAMA,6,9
2008,5,DEM,OBAMA,323,9
2008,5,DEM,OBAMA,161,9
2008,5,DEM,OBAMA,92,9
2008,5,DEM,OBAMA,38,9
2008,5,REP,MCCAIN,868,9
2008,5,REP,MCCAIN,978,9
2008,5,REP,MCCAIN,500,9
2008,5,REP,MCCAIN,499,9
2008,5,REP,MCCAIN,343,9
2008,5,REP,MCCAIN,320,9
2008,5,REP,MCCAIN,30,9
2008,5,REP,MCCAIN,396,9
2008,5,REP,MCCAIN,548,9
2008,5,REP,MCCAIN,590,9
2008,5,REP,MCCAIN,1014,9
2008,5,REP,MCCAIN,445,9
2008,5,REP,MCCAIN,363,9
2008,5,REP,MCCAIN,578,9
2008,5,REP,MCCAIN,49,9
2008,5,REP,MCCAIN,285,9
2008,5,REP,MCCAIN,337,9
2008,5,REP,MCCAIN,443,9
2008,5,REP,MCCAIN,384,9
2008,5,REP,MCCAIN,430,9
2008,5,REP,MCCAIN,153,9
2008,5,REP,MCCAIN,638,9
2008,5,REP,MCCAIN,188,9
2008,5,REP,MCCAIN,60,9
2008,5,REP,MCCAIN,410,9
2008,5,REP,MCCAIN,870,9
2008,5,REP,MCCAIN,62,9
2008,5,REP,MCCAIN,94,9
2008,5,REP,MCCAIN,72,9
2008,5,REP,MCCAIN,42,9
2008,5,REP,MCCAIN,129,9
2008,5,REP,MCCAIN,111,9
2008,5,REP,MCCAIN,635,9
2008,5,REP,MCCAIN,743,9
2008,5,REP,MCCAIN,322,9
2008,5,REP,MCCAIN,30,9
2008,5,REP,MCCAIN,1079,9
2008,5,REP,MCCAIN,588,9
2008,5,REP,MCCAIN,399,9
2008,5,REP,MCCAIN,99,9
2008,5,IND,NADER,5,9
2008,5,IND,NADER,5,9
2008,5,IND,NADER,5,9
2008,5,IND,NADER,6,9
2008,5,IND,NADER,2,9
2008,5,IND,NADER,8,9
2008,5,IND,NADER,0,9
2008,5,IND,NADER,2,9
2008,5,IND,NADER,5,9
2008,5,IND,NADER,6,9
2008,5,IND,NADER,4,9
2008,5,IND,NADER,6,9
2008,5,IND,NADER,6,9
2008,5,IND,NADER,4,9
2008,5,IND,NADER,0,9
2008,5,IND,NADER,3,9
2008,5,IND,NADER,2,9
2008,5,IND,NADER,10,9
2008,5,IND,NADER,3,9
2008,5,IND,NADER,11,9
2008,5,IND,NADER,5,9
2008,5,IND,NADER,9,9
2008,5,IND,NADER,0,9
2008,5,IND,NADER,3,9
2008,5,IND,NADER,5,9
2008,5,IND,NADER,4,9
2008,5,IND,NADER,0,9
2008,5,IND,NADER,1,9
2008,5,IND,NADER,0,9
2008,5,IND,NADER,3,9
2008,5,IND,NADER,2,9
2008,5,IND,NADER,0,9
2008,5,IND,NADER,9,9
2008,5,IND,NADER,7,9
2008,5,IND,NADER,6,9
2008,5,IND,NADER,0,9
2008,5,IND,NADER,10,9
2008,5,IND,NADER,5,9
2008,5,IND,NADER,0,9
2008,5,IND,NADER,2,9
2008,5,LIB,BARR,5,9
2008,5,LIB,BARR,9,9
2008,5,LIB,BARR,2,9
2008,5,LIB,BARR,1,9
2008,5,LIB,BARR,1,9
2008,5,LIB,BARR,4,9
2008,5,LIB,BARR,0,9
2008,5,LIB,BARR,2,9
2008,5,LIB,BARR,4,9
2008,5,LIB,BARR,6,9
2008,5,LIB,BARR,5,9
2008,5,LIB,BARR,0,9
2008,5,LIB,BARR,6,9
2008,5,LIB,BARR,1,9
2008,5,LIB,BARR,2,9
2008,5,LIB,BARR,5,9
2008,5,LIB,BARR,3,9
2008,5,LIB,BARR,3,9
2008,5,LIB,BARR,3,9
2008,5,LIB,BARR,2,9
2008,5,LIB,BARR,0,9
2008,5,LIB,BARR,1,9
2008,5,LIB,BARR,1,9
2008,5,LIB,BARR,4,9
2008,5,LIB,BARR,1,9
2008,5,LIB,BARR,1,9
2008,5,LIB,BARR,0,9
2008,5,LIB,BARR,1,9
2008,5,LIB,BARR,0,9
2008,5,LIB,BARR,0,9
2008,5,LIB,BARR,1,9
2008,5,LIB,BARR,0,9
2008,5,LIB,BARR,6,9
2008,5,LIB,BARR,2,9
2008,5,LIB,BARR,1,9
2008,5,LIB,BARR,0,9
2008,5,LIB,BARR,6,9
2008,5,LIB,BARR,6,9
2008,5,LIB,BARR,0,9
2008,5,LIB,BARR,1,9
2008,5,OTH,WRITE-IN,3,9
2008,5,OTH,WRITE-IN,3,9
2008,5,OTH,WRITE-IN,1,9
2008,5,OTH,WRITE-IN,4,9
2008,5,OTH,WRITE-IN,2,9
2008,5,OTH,WRITE-IN,4,9
2008,5,OTH,WRITE-IN,1,9
2008,5,OTH,WRITE-IN,2,9
2008,5,OTH,WRITE-IN,1,9
2008,5,OTH,WRITE-IN,1,9
2008,5,OTH,WRITE-IN,4,9
2008,5,OTH,WRITE-IN,3,9
2008,5,OTH,WRITE-IN,1,9
2008,5,OTH,WRITE-IN,3,9
2008,5,OTH,WRITE-IN,0,9
2008,5,OTH,WRITE-IN,5,9
2008,5,OTH,WRITE-IN,2,9
2008,5,OTH,WRITE-IN,3,9
2008,5,OTH,WRITE-IN,1,9
2008,5,OTH,WRITE-IN,3,9
2008,5,OTH,WRITE-IN,0,9
2008,5,OTH,WRITE-IN,6,9
2008,5,OTH,WRITE-IN,0,9
2008,5,OTH,WRITE-IN,0,9
2008,5,OTH,WRITE-IN,1,9
2008,5,OTH,WRITE-IN,5,9
2008,5,OTH,WRITE-IN,0,9
2008,5,OTH,WRITE-IN,0,9
2008,5,OTH,WRITE-IN,0,9
2008,5,OTH,WRITE-IN,0,9
2008,5,OTH,WRITE-IN,1,9
2008,5,OTH,WRITE-IN,0,9
2008,5,OTH,WRITE-IN,0,9
2008,5,OTH,WRITE-IN,0,9
2008,5,OTH,WRITE-IN,1,9
2008,5,OTH,WRITE-IN,0,9
2008,5,OTH,WRITE-IN,3,9
2008,5,OTH,WRITE-IN,1,9
2008,5,OTH,WRITE-IN,0,9
2008,5,OTH,WRITE-IN,0,9
2008,6,DEM,OBAMA,379,11
2008,6,DEM,OBAMA,945,11
2008,6,DEM,OBAMA,309,11
2008,6,DEM,OBAMA,435,11
2008,6,DEM,OBAMA,595,11
2008,6,DEM,OBAMA,650,11
2008,6,DEM,OBAMA,352,11
2008,6,DEM,OBAMA,521,11
2008,6,DEM,OBAMA,217,11
2008,6,DEM,OBAMA,187,11
2008,6,DEM,OBAMA,696,11
2008,6,DEM,OBAMA,300,11
2008,6,DEM,OBAMA,349,11
2008,6,DEM,OBAMA,190,11
2008,6,DEM,OBAMA,424,11
2008,6,DEM,OBAMA,533,11
2008,6,DEM,OBAMA,691,11
2008,6,DEM,OBAMA,438,11
2008,6,DEM,OBAMA,470,11
2008,6,DEM,OBAMA,416,11
2008,6,DEM,OBAMA,595,11
2008,6,DEM,OBAMA,383,11
2008,6,DEM,OBAMA,398,11
2008,6,DEM,OBAMA,69,11
2008,6,DEM,OBAMA,491,11
2008,6,DEM,OBAMA,419,11
2008,6,DEM,OBAMA,698,11
2008,6,DEM,OBAMA,522,11
2008,6,DEM,OBAMA,630,11
2008,6,DEM,OBAMA,457,11
2008,6,DEM,OBAMA,526,11
2008,6,DEM,OBAMA,771,11
2008,6,DEM,OBAMA,560,11
2008,6,DEM,OBAMA,679,11
2008,6,DEM,OBAMA,389,11
2008,6,DEM,OBAMA,363,11
2008,6,DEM,OBAMA,415,11
2008,6,DEM,OBAMA,335,11
2008,6,DEM,OBAMA,367,11
2008,6,DEM,OBAMA,380,11
2008,6,DEM,OBAMA,305,11
2008,6,DEM,OBAMA,473,11
2008,6,DEM,OBAMA,825,11
2008,6,DEM,OBAMA,771,11
2008,6,DEM,OBAMA,608,11
2008,6,DEM,OBAMA,645,11
2008,6,DEM,OBAMA,1026,11
2008,6,DEM,OBAMA,808,11
2008,6,DEM,OBAMA,564,11
2008,6,DEM,OBAMA,508,11
2008,6,DEM,OBAMA,501,11
2008,6,DEM,OBAMA,495,11
2008,6,DEM,OBAMA,244,11
2008,6,DEM,OBAMA,509,11
2008,6,DEM,OBAMA,514,11
2008,6,DEM,OBAMA,368,11
2008,6,DEM,OBAMA,316,11
2008,6,DEM,OBAMA,293,11
2008,6,DEM,OBAMA,406,11
2008,6,DEM,OBAMA,399,11
2008,6,DEM,OBAMA,451,11
2008,6,DEM,OBAMA,333,11
2008,6,DEM,OBAMA,737,11
2008,6,DEM,OBAMA,498,11
2008,6,DEM,OBAMA,627,11
2008,6,DEM,OBAMA,459,11
2008,6,DEM,OBAMA,452,11
2008,6,DEM,OBAMA,25,11
2008,6,DEM,OBAMA,489,11
2008,6,DEM,OBAMA,557,11
2008,6,DEM,OBAMA,546,11
2008,6,DEM,OBAMA,814,11
2008,6,DEM,OBAMA,488,11
2008,6,DEM,OBAMA,247,11
2008,6,DEM,OBAMA,416,11
2008,6,DEM,OBAMA,109,11
2008,6,DEM,OBAMA,565,11
2008,6,DEM,OBAMA,489,11
2008,6,DEM,OBAMA,494,11
2008,6,DEM,OBAMA,529,11
2008,6,DEM,OBAMA,270,11
2008,6,DEM,OBAMA,281,11
2008,6,DEM,OBAMA,117,11
2008,6,DEM,OBAMA,1549,11
2008,6,DEM,OBAMA,765,11
2008,6,DEM,OBAMA,892,11
2008,6,DEM,OBAMA,476,11
2008,6,DEM,OBAMA,952,11
2008,6,DEM,OBAMA,529,11
2008,6,DEM,OBAMA,574,11
2008,6,DEM,OBAMA,663,11
2008,6,DEM,OBAMA,411,11
2008,6,DEM,OBAMA,628,11
2008,6,DEM,OBAMA,590,11
2008,6,DEM,OBAMA,524,11
2008,6,DEM,OBAMA,2,11
2008,6,DEM,OBAMA,281,11
2008,6,DEM,OBAMA,603,11
2008,6,DEM,OBAMA,187,11
2008,6,DEM,OBAMA,410,11
2008,6,DEM,OBAMA,454,11
2008,6,DEM,OBAMA,488,11
2008,6,DEM,OBAMA,470,11
2008,6,DEM,OBAMA,516,11
2008,6,DEM,OBAMA,345,11
2008,6,DEM,OBAMA,612,11
2008,6,DEM,OBAMA,549,11
2008,6,DEM,OBAMA,402,11
2008,6,DEM,OBAMA,225,11
2008,6,DEM,OBAMA,430,11
2008,6,DEM,OBAMA,868,11
2008,6,DEM,OBAMA,491,11
2008,6,DEM,OBAMA,583,11
2008,6,DEM,OBAMA,385,11
2008,6,DEM,OBAMA,409,11
2008,6,DEM,OBAMA,664,11
2008,6,DEM,OBAMA,552,11
2008,6,DEM,OBAMA,281,11
2008,6,DEM,OBAMA,296,11
2008,6,DEM,OBAMA,464,11
2008,6,DEM,OBAMA,244,11
2008,6,DEM,OBAMA,133,11
2008,6,DEM,OBAMA,397,11
2008,6,DEM,OBAMA,332,11
2008,6,DEM,OBAMA,137,11
2008,6,DEM,OBAMA,493,11
2008,6,DEM,OBAMA,534,11
2008,6,DEM,OBAMA,447,11
2008,6,DEM,OBAMA,364,11
2008,6,DEM,OBAMA,478,11
2008,6,DEM,OBAMA,818,11
2008,6,DEM,OBAMA,538,11
2008,6,DEM,OBAMA,198,11
2008,6,DEM,OBAMA,243,11
2008,6,DEM,OBAMA,609,11
2008,6,DEM,OBAMA,324,11
2008,6,DEM,OBAMA,478,11
2008,6,DEM,OBAMA,309,11
2008,6,DEM,OBAMA,431,11
2008,6,DEM,OBAMA,269,11
2008,6,DEM,OBAMA,170,11
2008,6,DEM,OBAMA,489,11
2008,6,DEM,OBAMA,266,11
2008,6,DEM,OBAMA,591,11
2008,6,DEM,OBAMA,194,11
2008,6,DEM,OBAMA,537,11
2008,6,DEM,OBAMA,478,11
2008,6,DEM,OBAMA,370,11
2008,6,DEM,OBAMA,618,11
2008,6,DEM,OBAMA,574,11
2008,6,DEM,OBAMA,523,11
2008,6,DEM,OBAMA,630,11
2008,6,DEM,OBAMA,455,11
2008,6,DEM,OBAMA,501,11
2008,6,DEM,OBAMA,506,11
2008,6,DEM,OBAMA,475,11
2008,6,DEM,OBAMA,422,11
2008,6,DEM,OBAMA,428,11
2008,6,DEM,OBAMA,332,11
2008,6,DEM,OBAMA,528,11
2008,6,DEM,OBAMA,736,11
2008,6,DEM,OBAMA,734,11
2008,6,DEM,OBAMA,303,11
2008,6,DEM,OBAMA,503,11
2008,6,DEM,OBAMA,455,11
2008,6,DEM,OBAMA,472,11
2008,6,DEM,OBAMA,753,11
2008,6,DEM,OBAMA,379,11
2008,6,DEM,OBAMA,512,11
2008,6,DEM,OBAMA,634,11
2008,6,DEM,OBAMA,513,11
2008,6,DEM,OBAMA,671,11
2008,6,DEM,OBAMA,590,11
2008,6,DEM,OBAMA,516,11
2008,6,DEM,OBAMA,623,11
2008,6,DEM,OBAMA,864,11
2008,6,DEM,OBAMA,466,11
2008,6,DEM,OBAMA,656,11
2008,6,DEM,OBAMA,546,11
2008,6,DEM,OBAMA,436,11
2008,6,DEM,OBAMA,505,11
2008,6,DEM,OBAMA,63,11
2008,6,DEM,OBAMA,647,11
2008,6,DEM,OBAMA,503,11
2008,6,DEM,OBAMA,226,11
2008,6,DEM,OBAMA,97,11
2008,6,DEM,OBAMA,658,11
2008,6,DEM,OBAMA,157,11
2008,6,DEM,OBAMA,323,11
2008,6,DEM,OBAMA,183,11
2008,6,DEM,OBAMA,791,11
2008,6,DEM,OBAMA,714,11
2008,6,DEM,OBAMA,597,11
2008,6,DEM,OBAMA,624,11
2008,6,DEM,OBAMA,463,11
2008,6,DEM,OBAMA,671,11
2008,6,DEM,OBAMA,739,11
2008,6,DEM,OBAMA,553,11
2008,6,DEM,OBAMA,313,11
2008,6,DEM,OBAMA,636,11
2008,6,DEM,OBAMA,724,11
2008,6,REP,MCCAIN,530,11
2008,6,REP,MCCAIN,853,11
2008,6,REP,MCCAIN,322,11
2008,6,REP,MCCAIN,514,11
2008,6,REP,MCCAIN,508,11
2008,6,REP,MCCAIN,640,11
2008,6,REP,MCCAIN,398,11
2008,6,REP,MCCAIN,550,11
2008,6,REP,MCCAIN,255,11
2008,6,REP,MCCAIN,195,11
2008,6,REP,MCCAIN,814,11
2008,6,REP,MCCAIN,419,11
2008,6,REP,MCCAIN,353,11
2008,6,REP,MCCAIN,187,11
2008,6,REP,MCCAIN,1006,11
2008,6,REP,MCCAIN,386,11
2008,6,REP,MCCAIN,557,11
2008,6,REP,MCCAIN,383,11
2008,6,REP,MCCAIN,346,11
2008,6,REP,MCCAIN,632,11
2008,6,REP,MCCAIN,773,11
2008,6,REP,MCCAIN,543,11
2008,6,REP,MCCAIN,600,11
2008,6,REP,MCCAIN,88,11
2008,6,REP,MCCAIN,585,11
2008,6,REP,MCCAIN,537,11
2008,6,REP,MCCAIN,714,11
2008,6,REP,MCCAIN,409,11
2008,6,REP,MCCAIN,530,11
2008,6,REP,MCCAIN,604,11
2008,6,REP,MCCAIN,498,11
2008,6,REP,MCCAIN,649,11
2008,6,REP,MCCAIN,587,11
2008,6,REP,MCCAIN,595,11
2008,6,REP,MCCAIN,184,11
