year,countycode,party,cand,votes,FIPS
2008,1,DEM,OBAMA,154,1
2008,1,DEM,OBAMA,167,1
2008,1,DEM,OBAMA,97,1
2008,1,DEM,OBAMA,360,1
2008,1,DEM,OBAMA,178,1
2008,1,DEM,OBAMA,333,1
2008,1,DEM,OBAMA,377,1
2008,1,DEM,OBAMA,453,1
2008,1,DEM,OBAMA,356,1
2008,1,DEM,OBAMA,547,1
2008,1,DEM,OBAMA,636,1
2008,1,DEM,OBAMA,426,1
2008,1,DEM,OBAMA,319,1
2008,1,DEM,OBAMA,536,1
2008,1,DEM,OBAMA,246,1
2008,1,DEM,OBAMA,284,1
2008,1,DEM,OBAMA,130,1
2008,1,DEM,OBAMA,441,1
2008,1,DEM,OBAMA,380,1
2008,1,DEM,OBAMA,175,1
2008,1,DEM,OBAMA,364,1
2008,1,DEM,OBAMA,540,1
2008,1,DEM,OBAMA,953,1
2008,1,DEM,OBAMA,478,1
2008,1,DEM,OBAMA,408,1
2008,1,DEM,OBAMA,382,1
2008,1,DEM,OBAMA,197,1
2008,1,DEM,OBAMA,305,1
2008,1,DEM,OBAMA,409,1
2008,1,DEM,OBAMA,253,1
2008,1,DEM,OBAMA,298,1
2008,1,DEM,OBAMA,310,1
2008,1,DEM,OBAMA,302,1
2008,1,DEM,OBAMA,217,1
2008,1,DEM,OBAMA,439,1
2008,1,DEM,OBAMA,436,1
2008,1,DEM,OBAMA,313,1
2008,1,DEM,OBAMA,427,1
2008,1,DEM,OBAMA,245,1
2008,1,DEM,OBAMA,302,1
2008,1,DEM,OBAMA,387,1
2008,1,DEM,OBAMA,464,1
2008,1,DEM,OBAMA,450,1
2008,1,DEM,OBAMA,403,1
2008,1,DEM,OBAMA,560,1
2008,1,DEM,OBAMA,366,1
2008,1,DEM,OBAMA,292,1
2008,1,DEM,OBAMA,440,1
2008,1,DEM,OBAMA,98,1
2008,1,REP,MCCAIN,200,1
2008,1,REP,MCCAIN,195,1
2008,1,REP,MCCAIN,150,1
2008,1,REP,MCCAIN,614,1
2008,1,REP,MCCAIN,286,1
2008,1,REP,MCCAIN,354,1
2008,1,REP,MCCAIN,794,1
2008,1,REP,MCCAIN,650,1
2008,1,REP,MCCAIN,560,1
2008,1,REP,MCCAIN,773,1
2008,1,REP,MCCAIN,1026,1
2008,1,REP,MCCAIN,527,1
2008,1,REP,MCCAIN,455,1
2008,1,REP,MCCAIN,619,1
2008,1,REP,MCCAIN,269,1
2008,1,REP,MCCAIN,440,1
2008,1,REP,MCCAIN,164,1
2008,1,REP,MCCAIN,684,1
2008,1,REP,MCCAIN,668,1
2008,1,REP,MCCAIN,310,1
2008,1,REP,MCCAIN,859,1
2008,1,REP,MCCAIN,311,1
2008,1,REP,MCCAIN,411,1
2008,1,REP,MCCAIN,362,1
2008,1,REP,MCCAIN,777,1
2008,1,REP,MCCAIN,667,1
2008,1,REP,MCCAIN,319,1
2008,1,REP,MCCAIN,727,1
2008,1,REP,MCCAIN,890,1
2008,1,REP,MCCAIN,364,1
2008,1,REP,MCCAIN,579,1
2008,1,REP,MCCAIN,547,1
2008,1,REP,MCCAIN,283,1
2008,1,REP,MCCAIN,228,1
2008,1,REP,MCCAIN,982,1
2008,1,REP,MCCAIN,531,1
2008,1,REP,MCCAIN,627,1
2008,1,REP,MCCAIN,732,1
2008,1,REP,MCCAIN,425,1
2008,1,REP,MCCAIN,343,1
2008,1,REP,MCCAIN,553,1
2008,1,REP,MCCAIN,696,1
2008,1,REP,MCCAIN,931,1
2008,1,REP,MCCAIN,621,1
2008,1,REP,MCCAIN,652,1
2008,1,REP,MCCAIN,573,1
2008,1,REP,MCCAIN,581,1
2008,1,REP,MCCAIN,934,1
2008,1,REP,MCCAIN,106,1
2008,1,IND,NADER,4,1
2008,1,IND,NADER,1,1
2008,1,IND,NADER,1,1
2008,1,IND,NADER,12,1
2008,1,IND,NADER,9,1
2008,1,IND,NADER,8,1
2008,1,IND,NADER,14,1
2008,1,IND,NADER,9,1
2008,1,IND,NADER,4,1
2008,1,IND,NADER,10,1
2008,1,IND,NADER,12,1
2008,1,IND,NADER,9,1
2008,1,IND,NADER,8,1
2008,1,IND,NADER,4,1
2008,1,IND,NADER,5,1
2008,1,IND,NADER,4,1
2008,1,IND,NADER,6,1
2008,1,IND,NADER,6,1
2008,1,IND,NADER,13,1
2008,1,IND,NADER,1,1
2008,1,IND,NADER,5,1
2008,1,IND,NADER,6,1
2008,1,IND,NADER,3,1
2008,1,IND,NADER,8,1
2008,1,IND,NADER,9,1
2008,1,IND,NADER,4,1
2008,1,IND,NADER,6,1
2008,1,IND,NADER,8,1
2008,1,IND,NADER,7,1
2008,1,IND,NADER,3,1
2008,1,IND,NADER,5,1
2008,1,IND,NADER,3,1
2008,1,IND,NADER,14,1
2008,1,IND,NADER,6,1
2008,1,IND,NADER,9,1
2008,1,IND,NADER,8,1
2008,1,IND,NADER,8,1
2008,1,IND,NADER,7,1
2008,1,IND,NADER,6,1
2008,1,IND,NADER,5,1
2008,1,IND,NADER,10,1
2008,1,IND,NADER,9,1
2008,1,IND,NADER,8,1
2008,1,IND,NADER,11,1
2008,1,IND,NADER,5,1
2008,1,IND,NADER,13,1
2008,1,IND,NADER,10,1
2008,1,IND,NADER,17,1
2008,1,IND,NADER,2,1
2008,1,LIB,BARR,3,1
2008,1,LIB,BARR,1,1
2008,1,LIB,BARR,2,1
2008,1,LIB,BARR,3,1
2008,1,LIB,BARR,2,1
2008,1,LIB,BARR,1,1
2008,1,LIB,BARR,2,1
2008,1,LIB,BARR,3,1
2008,1,LIB,BARR,5,1
2008,1,LIB,BARR,6,1
2008,1,LIB,BARR,8,1
2008,1,LIB,BARR,4,1
2008,1,LIB,BARR,4,1
2008,1,LIB,BARR,7,1
2008,1,LIB,BARR,1,1
2008,1,LIB,BARR,6,1
2008,1,LIB,BARR,1,1
2008,1,LIB,BARR,1,1
2008,1,LIB,BARR,9,1
2008,1,LIB,BARR,4,1
2008,1,LIB,BARR,5,1
2008,1,LIB,BARR,1,1
2008,1,LIB,BARR,2,1
2008,1,LIB,BARR,1,1
2008,1,LIB,BARR,2,1
2008,1,LIB,BARR,2,1
2008,1,LIB,BARR,3,1
2008,1,LIB,BARR,1,1
2008,1,LIB,BARR,4,1
2008,1,LIB,BARR,2,1
2008,1,LIB,BARR,5,1
2008,1,LIB,BARR,5,1
2008,1,LIB,BARR,1,1
2008,1,LIB,BARR,1,1
2008,1,LIB,BARR,2,1
2008,1,LIB,BARR,8,1
2008,1,LIB,BARR,1,1
2008,1,LIB,BARR,3,1
2008,1,LIB,BARR,0,1
2008,1,LIB,BARR,1,1
2008,1,LIB,BARR,1,1
2008,1,LIB,BARR,5,1
2008,1,LIB,BARR,6,1
2008,1,LIB,BARR,2,1
2008,1,LIB,BARR,3,1
2008,1,LIB,BARR,3,1
2008,1,LIB,BARR,3,1
2008,1,LIB,BARR,7,1
2008,1,LIB,BARR,1,1
2008,1,OTH,WRITE-IN,2,1
2008,1,OTH,WRITE-IN,1,1
2008,1,OTH,WRITE-IN,0,1
2008,1,OTH,WRITE-IN,2,1
2008,1,OTH,WRITE-IN,6,1
2008,1,OTH,WRITE-IN,5,1
2008,1,OTH,WRITE-IN,3,1
2008,1,OTH,WRITE-IN,6,1
2008,1,OTH,WRITE-IN,5,1
2008,1,OTH,WRITE-IN,3,1
2008,1,OTH,WRITE-IN,4,1
2008,1,OTH,WRITE-IN,5,1
2008,1,OTH,WRITE-IN,2,1
2008,1,OTH,WRITE-IN,3,1
2008,1,OTH,WRITE-IN,2,1
2008,1,OTH,WRITE-IN,3,1
2008,1,OTH,WRITE-IN,1,1
2008,1,OTH,WRITE-IN,6,1
2008,1,OTH,WRITE-IN,4,1
2008,1,OTH,WRITE-IN,2,1
2008,1,OTH,WRITE-IN,3,1
2008,1,OTH,WRITE-IN,6,1
2008,1,OTH,WRITE-IN,2,1
2008,1,OTH,WRITE-IN,2,1
2008,1,OTH,WRITE-IN,3,1
2008,1,OTH,WRITE-IN,2,1
2008,1,OTH,WRITE-IN,2,1
2008,1,OTH,WRITE-IN,5,1
2008,1,OTH,WRITE-IN,3,1
2008,1,OTH,WRITE-IN,4,1
2008,1,OTH,WRITE-IN,5,1
2008,1,OTH,WRITE-IN,6,1
2008,1,OTH,WRITE-IN,3,1
2008,1,OTH,WRITE-IN,2,1
2008,1,OTH,WRITE-IN,10,1
2008,1,OTH,WRITE-IN,4,1
2008,1,OTH,WRITE-IN,3,1
2008,1,OTH,WRITE-IN,7,1
2008,1,OTH,WRITE-IN,3,1
2008,1,OTH,WRITE-IN,1,1
2008,1,OTH,WRITE-IN,6,1
2008,1,OTH,WRITE-IN,5,1
2008,1,OTH,WRITE-IN,2,1
2008,1,OTH,WRITE-IN,4,1
2008,1,OTH,WRITE-IN,3,1
2008,1,OTH,WRITE-IN,5,1
2008,1,OTH,WRITE-IN,5,1
2008,1,OTH,WRITE-IN,1,1
2008,1,OTH,WRITE-IN,0,1
2008,2,DEM,OBAMA,416,3
2008,2,DEM,OBAMA,356,3
2008,2,DEM,OBAMA,241,3
2008,2,DEM,OBAMA,337,3
2008,2,DEM,OBAMA,419,3
2008,2,DEM,OBAMA,292,3
2008,2,DEM,OBAMA,176,3
2008,2,DEM,OBAMA,144,3
2008,2,DEM,OBAMA,194,3
2008,2,DEM,OBAMA,157,3
2008,2,DEM,OBAMA,341,3
2008,2,DEM,OBAMA,322,3
2008,2,DEM,OBAMA,258,3
2008,2,DEM,OBAMA,365,3
2008,2,DEM,OBAMA,355,3
2008,2,DEM,OBAMA,290,3
2008,2,DEM,OBAMA,330,3
2008,2,DEM,OBAMA,287,3
2008,2,DEM,OBAMA,287,3
2008,2,DEM,OBAMA,296,3
2008,2,DEM,OBAMA,302,3
2008,2,DEM,OBAMA,318,3
2008,2,DEM,OBAMA,341,3
2008,2,DEM,OBAMA,270,3
2008,2,DEM,OBAMA,281,3
2008,2,DEM,OBAMA,234,3
2008,2,DEM,OBAMA,340,3
2008,2,DEM,OBAMA,374,3
2008,2,DEM,OBAMA,250,3
2008,2,DEM,OBAMA,398,3
2008,2,DEM,OBAMA,392,3
2008,2,DEM,OBAMA,380,3
2008,2,DEM,OBAMA,452,3
2008,2,DEM,OBAMA,423,3
2008,2,DEM,OBAMA,384,3
2008,2,DEM,OBAMA,426,3
2008,2,DEM,OBAMA,348,3
2008,2,DEM,OBAMA,212,3
2008,2,DEM,OBAMA,396,3
2008,2,DEM,OBAMA,119,3
2008,2,DEM,OBAMA,284,3
2008,2,DEM,OBAMA,339,3
2008,2,DEM,OBAMA,291,3
2008,2,DEM,OBAMA,234,3
2008,2,DEM,OBAMA,369,3
2008,2,DEM,OBAMA,339,3
2008,2,DEM,OBAMA,240,3
2008,2,DEM,OBAMA,273,3
2008,2,DEM,OBAMA,371,3
2008,2,DEM,OBAMA,393,3
2008,2,DEM,OBAMA,329,3
2008,2,DEM,OBAMA,313,3
2008,2,DEM,OBAMA,198,3
2008,2,DEM,OBAMA,218,3
2008,2,DEM,OBAMA,481,3
2008,2,DEM,OBAMA,261,3
2008,2,DEM,OBAMA,357,3
2008,2,DEM,OBAMA,258,3
2008,2,DEM,OBAMA,403,3
2008,2,DEM,OBAMA,319,3
2008,2,DEM,OBAMA,252,3
2008,2,DEM,OBAMA,182,3
2008,2,DEM,OBAMA,183,3
2008,2,DEM,OBAMA,388,3
2008,2,DEM,OBAMA,171,3
2008,2,DEM,OBAMA,224,3
2008,2,DEM,OBAMA,303,3
2008,2,DEM,OBAMA,459,3
2008,2,DEM,OBAMA,436,3
2008,2,DEM,OBAMA,194,3
2008,2,DEM,OBAMA,273,3
2008,2,DEM,OBAMA,221,3
2008,2,DEM,OBAMA,354,3
2008,2,DEM,OBAMA,316,3
2008,2,DEM,OBAMA,268,3
2008,2,DEM,OBAMA,358,3
2008,2,DEM,OBAMA,268,3
2008,2,DEM,OBAMA,312,3
2008,2,DEM,OBAMA,200,3
2008,2,DEM,OBAMA,318,3
2008,2,DEM,OBAMA,253,3
2008,2,DEM,OBAMA,315,3
2008,2,DEM,OBAMA,303,3
2008,2,DEM,OBAMA,251,3
2008,2,DEM,OBAMA,277,3
2008,2,DEM,OBAMA,271,3
2008,2,DEM,OBAMA,221,3
2008,2,DEM,OBAMA,210,3
2008,2,DEM,OBAMA,325,3
2008,2,DEM,OBAMA,335,3
2008,2,DEM,OBAMA,272,3
2008,2,DEM,OBAMA,344,3
2008,2,DEM,OBAMA,196,3
2008,2,DEM,OBAMA,419,3
2008,2,DEM,OBAMA,328,3
2008,2,DEM,OBAMA,145,3
2008,2,DEM,OBAMA,233,3
2008,2,DEM,OBAMA,212,3
2008,2,DEM,OBAMA,178,3
2008,2,DEM,OBAMA,415,3
2008,2,DEM,OBAMA,406,3
2008,2,DEM,OBAMA,318,3
2008,2,DEM,OBAMA,310,3
2008,2,DEM,OBAMA,271,3
2008,2,DEM,OBAMA,263,3
2008,2,DEM,OBAMA,244,3
2008,2,DEM,OBAMA,320,3
2008,2,DEM,OBAMA,241,3
2008,2,DEM,OBAMA,237,3
2008,2,DEM,OBAMA,235,3
2008,2,DEM,OBAMA,233,3
2008,2,DEM,OBAMA,347,3
2008,2,DEM,OBAMA,366,3
2008,2,DEM,OBAMA,280,3
2008,2,DEM,OBAMA,283,3
2008,2,DEM,OBAMA,166,3
2008,2,DEM,OBAMA,168,3
2008,2,DEM,OBAMA,164,3
2008,2,DEM,OBAMA,117,3
2008,2,DEM,OBAMA,230,3
2008,2,DEM,OBAMA,285,3
2008,2,DEM,OBAMA,255,3
2008,2,DEM,OBAMA,204,3
2008,2,DEM,OBAMA,236,3
2008,2,DEM,OBAMA,289,3
2008,2,DEM,OBAMA,244,3
2008,2,DEM,OBAMA,189,3
2008,2,DEM,OBAMA,617,3
2008,2,DEM,OBAMA,423,3
2008,2,DEM,OBAMA,462,3
2008,2,DEM,OBAMA,123,3
2008,2,DEM,OBAMA,245,3
2008,2,DEM,OBAMA,218,3
2008,2,DEM,OBAMA,330,3
2008,2,DEM,OBAMA,254,3
2008,2,DEM,OBAMA,231,3
2008,2,DEM,OBAMA,160,3
2008,2,DEM,OBAMA,190,3
2008,2,DEM,OBAMA,373,3
2008,2,DEM,OBAMA,252,3
2008,2,DEM,OBAMA,246,3
2008,2,DEM,OBAMA,315,3
2008,2,DEM,OBAMA,377,3
2008,2,DEM,OBAMA,217,3
2008,2,DEM,OBAMA,343,3
2008,2,DEM,OBAMA,215,3
2008,2,DEM,OBAMA,317,3
2008,2,DEM,OBAMA,239,3
2008,2,DEM,OBAMA,366,3
2008,2,DEM,OBAMA,291,3
2008,2,DEM,OBAMA,474,3
2008,2,DEM,OBAMA,226,3
2008,2,DEM,OBAMA,273,3
2008,2,DEM,OBAMA,177,3
2008,2,DEM,OBAMA,238,3
2008,2,DEM,OBAMA,278,3
2008,2,DEM,OBAMA,183,3
2008,2,DEM,OBAMA,142,3
2008,2,DEM,OBAMA,134,3
2008,2,DEM,OBAMA,207,3
2008,2,DEM,OBAMA,267,3
2008,2,DEM,OBAMA,176,3
2008,2,DEM,OBAMA,109,3
2008,2,DEM,OBAMA,252,3
2008,2,DEM,OBAMA,213,3
2008,2,DEM,OBAMA,205,3
2008,2,DEM,OBAMA,214,3
2008,2,DEM,OBAMA,115,3
2008,2,DEM,OBAMA,274,3
2008,2,DEM,OBAMA,138,3
2008,2,DEM,OBAMA,242,3
2008,2,DEM,OBAMA,162,3
2008,2,DEM,OBAMA,204,3
2008,2,DEM,OBAMA,158,3
2008,2,DEM,OBAMA,197,3
2008,2,DEM,OBAMA,198,3
2008,2,DEM,OBAMA,223,3
2008,2,DEM,OBAMA,580,3
2008,2,DEM,OBAMA,519,3
2008,2,DEM,OBAMA,471,3
2008,2,DEM,OBAMA,225,3
2008,2,DEM,OBAMA,239,3
2008,2,DEM,OBAMA,219,3
2008,2,DEM,OBAMA,221,3
2008,2,DEM,OBAMA,371,3
2008,2,DEM,OBAMA,435,3
2008,2,DEM,OBAMA,226,3
2008,2,DEM,OBAMA,206,3
2008,2,DEM,OBAMA,128,3
2008,2,DEM,OBAMA,282,3
2008,2,DEM,OBAMA,168,3
2008,2,DEM,OBAMA,258,3
2008,2,DEM,OBAMA,55,3
2008,2,DEM,OBAMA,441,3
2008,2,DEM,OBAMA,312,3
2008,2,DEM,OBAMA,301,3
2008,2,DEM,OBAMA,370,3
2008,2,DEM,OBAMA,296,3
2008,2,DEM,OBAMA,220,3
2008,2,DEM,OBAMA,279,3
2008,2,DEM,OBAMA,182,3
2008,2,DEM,OBAMA,282,3
2008,2,DEM,OBAMA,217,3
2008,2,DEM,OBAMA,435,3
2008,2,DEM,OBAMA,405,3
2008,2,DEM,OBAMA,303,3
2008,2,DEM,OBAMA,309,3
2008,2,DEM,OBAMA,273,3
2008,2,DEM,OBAMA,381,3
2008,2,DEM,OBAMA,307,3
2008,2,DEM,OBAMA,300,3
2008,2,DEM,OBAMA,325,3
2008,2,DEM,OBAMA,308,3
2008,2,DEM,OBAMA,101,3
2008,2,DEM,OBAMA,294,3
2008,2,DEM,OBAMA,131,3
2008,2,DEM,OBAMA,179,3
2008,2,DEM,OBAMA,313,3
2008,2,DEM,OBAMA,348,3
2008,2,DEM,OBAMA,254,3
2008,2,DEM,OBAMA,434,3
2008,2,DEM,OBAMA,241,3
2008,2,DEM,OBAMA,366,3
2008,2,DEM,OBAMA,394,3
2008,2,DEM,OBAMA,368,3
2008,2,DEM,OBAMA,682,3
2008,2,DEM,OBAMA,330,3
2008,2,DEM,OBAMA,318,3
2008,2,DEM,OBAMA,266,3
2008,2,DEM,OBAMA,203,3
2008,2,DEM,OBAMA,246,3
2008,2,DEM,OBAMA,213,3
2008,2,DEM,OBAMA,144,3
2008,2,DEM,OBAMA,206,3
2008,2,DEM,OBAMA,96,3
2008,2,DEM,OBAMA,167,3
2008,2,DEM,OBAMA,180,3
2008,2,DEM,OBAMA,43,3
2008,2,DEM,OBAMA,300,3
2008,2,DEM,OBAMA,424,3
2008,2,DEM,OBAMA,309,3
2008,2,DEM,OBAMA,353,3
2008,2,DEM,OBAMA,367,3
2008,2,DEM,OBAMA,328,3
2008,2,DEM,OBAMA,393,3
2008,2,DEM,OBAMA,194,3
2008,2,DEM,OBAMA,238,3
2008,2,DEM,OBAMA,191,3
2008,2,DEM,OBAMA,369,3
2008,2,DEM,OBAMA,292,3
2008,2,DEM,OBAMA,382,3
2008,2,DEM,OBAMA,423,3
2008,2,DEM,OBAMA,549,3
2008,2,DEM,OBAMA,284,3
2008,2,DEM,OBAMA,232,3
2008,2,DEM,OBAMA,357,3
2008,2,DEM,OBAMA,259,3
2008,2,DEM,OBAMA,109,3
2008,2,DEM,OBAMA,97,3
2008,2,DEM,OBAMA,201,3
2008,2,DEM,OBAMA,208,3
2008,2,DEM,OBAMA,147,3
2008,2,DEM,OBAMA,258,3
2008,2,DEM,OBAMA,305,3
2008,2,DEM,OBAMA,247,3
2008,2,DEM,OBAMA,238,3
2008,2,DEM,OBAMA,214,3
2008,2,DEM,OBAMA,225,3
2008,2,DEM,OBAMA,272,3
2008,2,DEM,OBAMA,17,3
2008,2,DEM,OBAMA,325,3
2008,2,DEM,OBAMA,276,3
2008,2,DEM,OBAMA,239,3
2008,2,DEM,OBAMA,241,3
2008,2,DEM,OBAMA,215,3
2008,2,DEM,OBAMA,277,3
2008,2,DEM,OBAMA,220,3
2008,2,DEM,OBAMA,281,3
2008,2,DEM,OBAMA,284,3
2008,2,DEM,OBAMA,357,3
2008,2,DEM,OBAMA,385,3
2008,2,DEM,OBAMA,347,3
2008,2,DEM,OBAMA,337,3
2008,2,DEM,OBAMA,266,3
2008,2,DEM,OBAMA,382,3
2008,2,DEM,OBAMA,394,3
2008,2,DEM,OBAMA,298,3
2008,2,DEM,OBAMA,245,3
2008,2,DEM,OBAMA,228,3
2008,2,DEM,OBAMA,525,3
2008,2,DEM,OBAMA,274,3
2008,2,DEM,OBAMA,94,3
2008,2,DEM,OBAMA,252,3
2008,2,DEM,OBAMA,588,3
2008,2,DEM,OBAMA,284,3
2008,2,DEM,OBAMA,355,3
2008,2,DEM,OBAMA,222,3
2008,2,DEM,OBAMA,355,3
2008,2,DEM,OBAMA,289,3
2008,2,DEM,OBAMA,211,3
2008,2,DEM,OBAMA,195,3
2008,2,DEM,OBAMA,141,3
2008,2,DEM,OBAMA,272,3
2008,2,DEM,OBAMA,363,3
2008,2,DEM,OBAMA,306,3
2008,2,DEM,OBAMA,284,3
2008,2,DEM,OBAMA,234,3
2008,2,DEM,OBAMA,245,3
2008,2,DEM,OBAMA,254,3
2008,2,DEM,OBAMA,181,3
2008,2,DEM,OBAMA,229,3
2008,2,DEM,OBAMA,214,3
2008,2,DEM,OBAMA,259,3
2008,2,DEM,OBAMA,330,3
2008,2,DEM,OBAMA,344,3
2008,2,DEM,OBAMA,346,3
2008,2,DEM,OBAMA,452,3
2008,2,DEM,OBAMA,254,3
2008,2,DEM,OBAMA,283,3
2008,2,DEM,OBAMA,368,3
2008,2,DEM,OBAMA,344,3
2008,2,DEM,OBAMA,358,3
2008,2,DEM,OBAMA,511,3
2008,2,DEM,OBAMA,320,3
2008,2,DEM,OBAMA,248,3
2008,2,DEM,OBAMA,258,3
2008,2,DEM,OBAMA,377,3
2008,2,DEM,OBAMA,366,3
2008,2,DEM,OBAMA,147,3
2008,2,DEM,OBAMA,343,3
2008,2,DEM,OBAMA,448,3
2008,2,DEM,OBAMA,445,3
2008,2,DEM,OBAMA,291,3
2008,2,DEM,OBAMA,184,3
2008,2,DEM,OBAMA,75,3
2008,2,DEM,OBAMA,143,3
2008,2,DEM,OBAMA,306,3
2008,2,DEM,OBAMA,289,3
2008,2,DEM,OBAMA,280,3
2008,2,DEM,OBAMA,274,3
2008,2,DEM,OBAMA,253,3
2008,2,DEM,OBAMA,226,3
2008,2,DEM,OBAMA,5,3
2008,2,DEM,OBAMA,79,3
2008,2,DEM,OBAMA,159,3
2008,2,DEM,OBAMA,111,3
2008,2,DEM,OBAMA,136,3
2008,2,DEM,OBAMA,244,3
2008,2,DEM,OBAMA,149,3
2008,2,DEM,OBAMA,143,3
2008,2,DEM,OBAMA,366,3
2008,2,DEM,OBAMA,245,3
2008,2,DEM,OBAMA,183,3
2008,2,DEM,OBAMA,246,3
2008,2,DEM,OBAMA,278,3
2008,2,DEM,OBAMA,259,3
2008,2,DEM,OBAMA,247,3
2008,2,DEM,OBAMA,150,3
2008,2,DEM,OBAMA,249,3
2008,2,DEM,OBAMA,271,3
2008,2,DEM,OBAMA,144,3
2008,2,DEM,OBAMA,274,3
2008,2,DEM,OBAMA,87,3
2008,2,DEM,OBAMA,208,3
2008,2,DEM,OBAMA,249,3
2008,2,DEM,OBAMA,186,3
2008,2,DEM,OBAMA,112,3
2008,2,DEM,OBAMA,129,3
2008,2,DEM,OBAMA,180,3
2008,2,DEM,OBAMA,163,3
2008,2,DEM,OBAMA,149,3
2008,2,DEM,OBAMA,118,3
2008,2,DEM,OBAMA,132,3
2008,2,DEM,OBAMA,228,3
2008,2,DEM,OBAMA,181,3
2008,2,DEM,OBAMA,133,3
2008,2,DEM,OBAMA,164,3
2008,2,DEM,OBAMA,146,3
2008,2,DEM,OBAMA,195,3
2008,2,DEM,OBAMA,309,3
2008,2,DEM,OBAMA,195,3
2008,2,DEM,OBAMA,363,3
2008,2,DEM,OBAMA,396,3
2008,2,DEM,OBAMA,366,3
2008,2,DEM,OBAMA,380,3
2008,2,DEM,OBAMA,414,3
2008,2,DEM,OBAMA,394,3
2008,2,DEM,OBAMA,199,3
2008,2,DEM,OBAMA,404,3
2008,2,DEM,OBAMA,173,3
2008,2,DEM,OBAMA,230,3
2008,2,DEM,OBAMA,371,3
2008,2,DEM,OBAMA,386,3
2008,2,DEM,OBAMA,194,3
2008,2,DEM,OBAMA,321,3
2008,2,DEM,OBAMA,279,3
2008,2,DEM,OBAMA,233,3
2008,2,DEM,OBAMA,322,3
2008,2,DEM,OBAMA,275,3
2008,2,DEM,OBAMA,452,3
2008,2,DEM,OBAMA,143,3
2008,2,DEM,OBAMA,641,3
2008,2,DEM,OBAMA,429,3
2008,2,DEM,OBAMA,266,3
2008,2,DEM,OBAMA,390,3
2008,2,DEM,OBAMA,545,3
2008,2,DEM,OBAMA,539,3
2008,2,DEM,OBAMA,278,3
2008,2,DEM,OBAMA,659,3
2008,2,DEM,OBAMA,534,3
2008,2,DEM,OBAMA,495,3
2008,2,DEM,OBAMA,316,3
2008,2,DEM,OBAMA,387,3
2008,2,DEM,OBAMA,224,3
2008,2,DEM,OBAMA,431,3
2008,2,DEM,OBAMA,349,3
2008,2,DEM,OBAMA,205,3
2008,2,DEM,OBAMA,291,3
2008,2,DEM,OBAMA,297,3
2008,2,DEM,OBAMA,284,3
2008,2,DEM,OBAMA,301,3
2008,2,DEM,OBAMA,245,3
2008,2,DEM,OBAMA,381,3
2008,2,DEM,OBAMA,316,3
2008,2,DEM,OBAMA,409,3
2008,2,DEM,OBAMA,295,3
2008,2,DEM,OBAMA,293,3
2008,2,DEM,OBAMA,237,3
2008,2,DEM,OBAMA,259,3
2008,2,DEM,OBAMA,242,3
2008,2,DEM,OBAMA,302,3
2008,2,DEM,OBAMA,423,3
2008,2,DEM,OBAMA,258,3
2008,2,DEM,OBAMA,364,3
2008,2,DEM,OBAMA,263,3
2008,2,DEM,OBAMA,271,3
2008,2,DEM,OBAMA,301,3
2008,2,DEM,OBAMA,198,3
2008,2,DEM,OBAMA,283,3
2008,2,DEM,OBAMA,140,3
2008,2,DEM,OBAMA,285,3
2008,2,DEM,OBAMA,383,3
2008,2,DEM,OBAMA,288,3
2008,2,DEM,OBAMA,251,3
2008,2,DEM,OBAMA,274,3
2008,2,DEM,OBAMA,318,3
2008,2,DEM,OBAMA,316,3
2008,2,DEM,OBAMA,271,3
2008,2,DEM,OBAMA,182,3
2008,2,DEM,OBAMA,284,3
2008,2,DEM,OBAMA,257,3
2008,2,DEM,OBAMA,308,3
2008,2,DEM,OBAMA,180,3
2008,2,DEM,OBAMA,362,3
2008,2,DEM,OBAMA,407,3
2008,2,DEM,OBAMA,316,3
2008,2,DEM,OBAMA,330,3
2008,2,DEM,OBAMA,220,3
2008,2,DEM,OBAMA,153,3
2008,2,DEM,OBAMA,165,3
2008,2,DEM,OBAMA,239,3
2008,2,DEM,OBAMA,305,3
2008,2,DEM,OBAMA,195,3
2008,2,DEM,OBAMA,274,3
2008,2,DEM,OBAMA,295,3
2008,2,DEM,OBAMA,456,3
2008,2,DEM,OBAMA,252,3
2008,2,DEM,OBAMA,285,3
2008,2,DEM,OBAMA,221,3
2008,2,DEM,OBAMA,389,3
2008,2,DEM,OBAMA,228,3
2008,2,DEM,OBAMA,95,3
2008,2,DEM,OBAMA,87,3
2008,2,DEM,OBAMA,102,3
2008,2,DEM,OBAMA,96,3
2008,2,DEM,OBAMA,242,3
2008,2,DEM,OBAMA,236,3
2008,2,DEM,OBAMA,239,3
2008,2,DEM,OBAMA,326,3
2008,2,DEM,OBAMA,318,3
2008,2,DEM,OBAMA,300,3
2008,2,DEM,OBAMA,563,3
2008,2,DEM,OBAMA,707,3
2008,2,DEM,OBAMA,745,3
2008,2,DEM,OBAMA,294,3
2008,2,DEM,OBAMA,509,3
2008,2,DEM,OBAMA,246,3
2008,2,DEM,OBAMA,244,3
2008,2,DEM,OBAMA,235,3
2008,2,DEM,OBAMA,75,3
2008,2,DEM,OBAMA,182,3
2008,2,DEM,OBAMA,189,3
2008,2,DEM,OBAMA,161,3
2008,2,DEM,OBAMA,152,3
2008,2,DEM,OBAMA,220,3
2008,2,DEM,OBAMA,152,3
2008,2,DEM,OBAMA,223,3
2008,2,DEM,OBAMA,186,3
