PUMA,WGTP,WGTP30,WGTP50,PCTburden30,PCTburden50
101,6917,6031,4508,87.19097874801214,65.17276275842127
102,2565,2133,1560,83.15789473684211,60.81871345029239
200,2851,2213,1862,77.62188705717293,65.31041739740442
300,3474,2613,1967,75.21588946459413,56.62061024755325
400,2238,1902,1256,84.98659517426273,56.12153708668453
500,2298,1961,1717,85.33507397737162,74.7171453437772
600,1655,1655,1544,100.0,93.29305135951662
701,4317,3681,2953,85.26754690757471,68.4039842483206
702,1815,1726,1649,95.09641873278237,90.85399449035812
801,1995,1776,1564,89.02255639097744,78.39598997493734
802,5654,4937,3781,87.31871241598867,66.87301025822427
803,2099,2099,1230,100.0,58.599333015721776
900,3804,3777,2838,99.29022082018928,74.60567823343848
1000,1096,1096,558,100.0,50.912408759124084
1100,2834,2209,1622,77.94636556104446,57.233592095977414
1200,3329,3329,3329,100.0,100.0
1300,3999,3440,2788,86.02150537634408,69.71742935733933
1400,2510,2335,1132,93.02788844621513,45.0996015936255
1501,3316,2941,2258,88.69119420989144,68.0940892641737
1502,3510,2957,1969,84.24501424501425,56.096866096866094
1600,2886,2548,1919,88.28828828828829,66.49341649341649
1701,12483,10168,9211,81.4547784987583,73.78835215893615
1702,4758,4347,3336,91.36191677175283,70.11349306431273
1801,2374,2374,1759,100.0,74.09435551811289
1802,1509,1509,1412,100.0,93.57190192180252
1803,1938,1202,786,62.02270381836945,40.55727554179567
1804,7020,5890,5361,83.9031339031339,76.36752136752136
1805,4729,3693,2684,78.09262000422922,56.75618524000846
1806,2822,2710,1728,96.03118355776046,61.23316796598157
1807,2467,2467,2395,100.0,97.081475476287
1900,3933,3700,2911,94.07576913297737,74.01474701245868
2001,1929,1565,1025,81.1301192327631,53.13634007257646
2002,3317,3149,2610,94.93518239372928,78.68555924027736
2003,1937,1448,1261,74.75477542591636,65.1006711409396
2100,4250,3484,2384,81.9764705882353,56.09411764705883
2200,4805,4009,3589,83.43392299687825,74.69302809573361
2301,2838,2782,2235,98.02677942212826,78.75264270613108
2302,1075,1075,517,100.0,48.093023255813954
2401,7529,6580,5792,87.3954044361801,76.92920706601141
2402,1239,1094,831,88.29701372074254,67.07021791767555
2500,2493,2053,1436,82.35058162855996,57.60128359406338
2600,2899,2584,2087,89.13418420144878,71.99034149706796
2701,785,785,561,100.0,71.46496815286623
2702,7894,6888,5278,87.25614390676462,66.86090701798835
2703,749,637,637,85.04672897196261,85.04672897196261
2801,992,731,694,73.68951612903226,69.95967741935483
2802,1701,1332,1332,78.3068783068783,78.3068783068783
2803,7179,6745,5039,93.95458977573479,70.19083437804709
2901,4185,3328,2977,79.5221027479092,71.13500597371565
2902,663,484,266,73.00150829562594,40.120663650075414
3001,983,911,644,92.67548321464903,65.51373346897253
3002,916,849,849,92.68558951965066,92.68558951965066
3003,999,503,503,50.35035035035035,50.35035035035035
3004,2723,2647,2236,97.20896070510466,82.11531399192069
3101,2927,2881,2627,98.42842500854117,89.75059788179023
3102,1351,1351,1210,100.0,89.56328645447816
3103,1987,1936,1936,97.43331655762456,97.43331655762456
3104,2938,2857,2754,97.2430224642614,93.73723621511232
3105,626,471,422,75.23961661341852,67.41214057507987
3106,1690,1395,1395,82.54437869822485,82.54437869822485
3201,5079,3279,2891,64.55995274660367,56.92065367198267
3202,5509,5393,4112,97.89435469232166,74.64149573425304
3203,5075,4969,4777,97.91133004926108,94.12807881773399
3204,7920,7559,6931,95.44191919191918,87.51262626262626
3205,7987,7312,5935,91.54876674596218,74.30825090772505
3206,5123,5123,4892,100.0,95.49092328713644
3207,6440,5035,4246,78.1832298136646,65.93167701863354
3208,10685,8956,6784,83.81843706130088,63.49087505849321
3209,4446,3703,3184,83.28834907782277,71.61493477282951
3210,7596,7466,6535,98.2885729331227,86.03212216956292
3211,3919,2798,2096,71.39576422556775,53.483031385557545
3301,953,953,953,100.0,100.0
3302,3159,2808,2769,88.88888888888889,87.65432098765432
3303,5065,4406,4086,86.98914116485686,80.67127344521225
3304,562,562,562,100.0,100.0
3401,525,525,525,100.0,100.0
3402,757,757,757,100.0,100.0
3403,1662,1662,1469,100.0,88.38748495788207
3404,1029,1029,869,100.0,84.45092322643343
3501,4242,4144,3360,97.6897689768977,79.20792079207921
3502,2238,2238,2238,100.0,100.0
3503,827,827,827,100.0,100.0
3504,2029,2029,1918,100.0,94.5293247905372
3601,6787,6183,4632,91.10063356416678,68.24812140857522
3602,1057,1057,764,100.0,72.28003784295176
3603,1067,827,659,77.50702905342081,61.761949390815374
3701,1792,1727,895,96.37276785714286,49.94419642857143
3702,1748,1098,1098,62.81464530892449,62.81464530892449
3800,3281,2782,2458,84.79122218835721,74.9161840902164
3900,5149,4494,3522,87.27908331714896,68.4016313847349
4001,2118,1417,1184,66.90273843248347,55.901794145420205
4002,2755,2300,1006,83.48457350272233,36.51542649727767
